,compn,exp. pKa,pKa predicted by models:8-9,pKa predicted by models:5-2,pKa predicted by models:5-3,pKa predicted by models:5-9,pKa predicted by models:5-8,pKa predicted by models:5-5,pKa predicted by models:6-2,pKa predicted by models:5-4,pKa predicted by models:6-3,pKa predicted by models:5-7,pKa predicted by models:5-6,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:5-0,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:9-2,pKa predicted by models:5-1,pKa predicted by models:8-5,pKa predicted by models:9-3,pKa predicted by models:6-0,pKa predicted by models:9-9,pKa predicted by models:8-4,pKa predicted by models:9-8,pKa predicted by models:10-2,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:9-5,pKa predicted by models:10-3,pKa predicted by models:10-9,pKa predicted by models:6-1,pKa predicted by models:10-8,pKa predicted by models:11-2,pKa predicted by models:9-4,pKa predicted by models:11-4,pKa predicted by models:7-0,pKa predicted by models:9-7,pKa predicted by models:10-5,pKa predicted by models:11-3,pKa predicted by models:9-6,pKa predicted by models:11-9,pKa predicted by models:11-7,pKa predicted by models:11-8,pKa predicted by models:10-4,pKa predicted by models:11-6,pKa predicted by models:10-7,pKa predicted by models:11-5,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:10-6,pKa predicted by models:9-0,pKa predicted by models:8-1,pKa predicted by models:10-0,pKa predicted by models:9-1,pKa predicted by models:11-0,pKa predicted by models:10-1,pKa predicted by models:11-1,consensus,std. dev.
92,sm8-5_neut->an,4.23,4.09951,4.866136,4.51037,4.3888946,3.9760313,4.109856,4.6986814,3.2158031,4.1945424,3.4955914,4.77293,4.917352,3.7871375,4.14242,4.916032,4.9234734,3.9747953,3.5898228,4.0213037,3.8711233,3.1712947,4.2334657,4.597837,3.9752736,5.097461,3.834116,4.334081,3.2109642,3.2841501,4.778017,4.877184,3.795146,4.5666213,4.6235676,4.2488637,3.9447575,4.254966,4.600318,4.22157,3.498406,3.7670379,5.3765545,4.530376,3.849586,4.357865,5.0186625,4.0829697,4.0643435,4.142482,3.4302464,4.199459,4.895849,4.266776,4.094702,4.3244925,4.0975223,4.515284,3.3561902,4.124503,4.2175407,4.1393275,4.492156,3.8656332,4.324096,4.2595525,3.9478583,4.7737384,3.9057875,4.041588,4.6664925,4.210965330902959,0.48081397029747247
93,sm8-6_neut->an,4.17,3.3897958,4.4120207,3.2375565,3.37214,3.5965986,4.941326,4.3295813,4.5363374,3.8076754,4.3134623,3.811376,3.5829415,3.8274727,4.555191,4.11951,4.46484,4.406732,4.1943264,3.21244,3.543004,3.715467,3.5922399,4.6596317,3.9569468,4.0405116,4.13387,3.684235,4.2699447,3.8316536,3.654375,3.503353,4.5632067,3.5784187,4.031989,2.7971802,3.5216308,3.6822543,4.121576,3.7339616,3.6800566,4.14361,3.4446688,2.8759751,3.9001923,4.0061903,4.482897,4.206033,4.2324414,4.3091364,4.071865,4.280792,3.9925437,3.770548,3.9017544,4.107526,4.262151,4.292112,3.690795,4.1539354,4.088301,3.7255132,3.7637138,3.9131117,3.273243,3.8062744,3.8016505,3.6621718,3.848449,3.6286435,3.3211975,3.9089333328730627,0.4115549329981184
94,sm8-7_cation->neut,6.63,6.9591503,6.6080847,6.0069146,6.587511,5.9239388,6.328599,6.6867433,7.2497635,6.556009,6.3981414,6.255825,6.661419,5.91062,5.999856,6.7050767,7.032295,6.968162,6.8039603,6.2901807,5.6464214,6.1485386,7.1820316,6.597325,6.2135615,5.9059124,7.043021,5.8700247,6.096546,6.1491485,6.4735374,7.2924356,6.1810627,6.7592564,7.1408386,6.4371533,7.615902,5.4118223,7.14585,6.6619525,6.834249,6.3860297,5.8882375,6.4958477,7.0054684,5.8581533,6.6572933,7.292742,6.943202,7.178898,6.429218,6.213478,5.6804748,6.6493726,5.922015,6.7445726,5.7244654,6.948269,6.673723,6.097394,6.6098013,7.0642395,6.6350102,6.3579254,7.482725,6.682257,6.672224,6.709671,6.4531164,6.53515,7.0162115,6.540507429149788,0.4731048106980737
95,sm8-8_cation->neut,2.78,1.7744365,1.7367945,0.72949314,1.4369612,1.2570276,2.3840003,2.269051,0.6953006,1.983263,2.2537596,2.8881032,2.6711411,1.385613,1.9450254,2.010023,1.3665009,1.4655805,2.0273647,1.6221857,0.92461586,2.5886908,2.9400291,3.0476255,2.4871058,1.5539169,1.4466724,1.2355924,1.8507419,2.414198,2.5429134,2.5164099,1.9858618,1.9578433,2.8199425,0.43619776,1.1765585,1.5457163,2.6355305,2.5626822,3.0792887,2.0172668,1.1372404,1.2037907,1.6422567,1.6225228,2.3646376,1.2894626,1.380806,2.822308,2.1180937,2.3228006,1.2343655,3.413075,1.3978276,2.6307395,1.9073725,1.561553,3.3723068,2.462593,1.5913744,2.9168074,1.7859688,2.4079952,3.1454751,1.8008237,2.7039285,1.7829576,2.8966131,2.0462785,1.5875025,2.0140352421075525,0.6743485591542822
96,sm8-9_cation->neut,6.08,6.6862183,6.4154863,6.347321,7.1199474,6.2911816,6.2694535,7.030278,7.20531,6.3705792,6.4065237,6.8706264,7.2982674,5.8875513,6.3158703,6.568616,6.607281,6.9192667,6.9916997,6.9394736,5.799365,6.7693977,6.8068066,6.710853,6.339295,6.6052732,7.1521697,5.7903852,6.5280676,6.401557,6.5871615,7.1021028,6.36248,6.8805523,6.9743977,6.342658,7.3243265,5.8840737,7.094456,6.8418713,7.013341,6.752526,6.898748,6.651181,7.0565176,6.1665316,6.599167,7.5507317,7.0801287,6.983079,6.8497925,6.596584,6.542078,7.26728,6.513404,6.8818707,5.910775,7.02765,7.103033,6.395235,6.477717,6.791669,6.972968,6.790719,7.475622,7.1067104,6.926245,6.7520647,6.178381,6.90249,7.1531477,6.708247743257334,0.4003967285105117
97,sm8-10_cation->neut,7.71,6.752178,6.650077,8.370917,6.268532,7.7185717,7.598181,8.542126,6.3087435,8.224577,7.737698,8.173648,6.8876033,7.8293705,7.1021814,8.537049,8.515306,7.1604443,7.0499716,7.195648,7.8680663,7.918576,7.9049134,9.0609045,7.2220273,8.485811,6.729652,7.806135,7.0959034,8.421511,8.888712,9.080907,6.655177,7.90168,8.377668,8.168834,8.748287,7.2516303,8.176761,7.992465,8.290901,6.8423305,8.224464,6.5944433,10.337757,7.69265,9.261719,8.011726,7.987421,7.417837,8.448223,6.94335,8.509717,8.375557,8.87658,7.472001,7.033949,6.7363653,8.171447,7.881215,7.9130154,7.8196063,9.313928,8.322664,8.01418,9.015535,6.992119,9.12064,6.81864,9.431784,9.712881,7.910888610893572,0.8561249191832226
98,sm8-12_cation->neut,6.98,7.1483827,6.7703977,6.9452233,6.9153233,7.1928434,6.4781513,7.373969,7.2372956,6.739349,6.726003,7.231781,7.055234,6.945313,6.2725916,8.024057,7.1305714,7.1334662,7.264224,6.769983,7.079323,6.9879417,7.260003,7.525937,6.537634,7.310301,7.1016464,6.7043743,7.335522,7.2696786,7.42994,7.252677,6.6310663,7.2911553,7.401623,6.6614294,7.153039,7.15373,7.648798,7.0276117,7.18414,6.310195,7.0077477,6.9395146,6.459137,7.3428607,7.3505383,7.831357,8.351365,7.212346,7.556883,6.2298565,7.181225,7.4290457,7.152208,6.5746436,7.1497517,7.5800185,7.082893,7.1329947,6.5530777,7.2134314,6.529455,7.3144813,7.7737503,7.397199,6.768829,7.0819426,6.245545,6.9489026,7.0311728,7.084705601007166,0.4015683823643976
99,sm8-14_cation->neut,7.27,7.158751,6.7703285,6.813921,7.6212206,6.033104,6.4260483,7.065644,7.4022636,6.6011496,6.918644,6.711977,8.108778,6.7829866,6.38842,7.2357035,6.114928,7.000389,7.3576307,7.2466974,6.7479186,6.603757,6.428403,7.2044344,7.015041,6.363059,7.2383413,6.870649,7.296246,7.289272,7.166653,6.188243,7.0596523,6.104561,6.5691924,6.6303844,6.444177,7.0165668,7.086464,7.0749097,6.7524405,6.6573386,6.017364,6.8596864,6.1129923,6.5104733,7.2095213,7.845171,7.7677565,6.96694,7.1993723,6.603266,6.4750624,7.2266703,6.6789284,7.881916,6.535086,7.3331656,7.185454,6.7473507,6.7898617,6.9681187,6.0271206,7.3753233,6.507227,6.587435,5.8658614,6.686328,5.822068,6.202883,6.8191957,6.840054733921105,0.48707491197564323
100,sm8-15_cation->neut,2.54,2.1572123,2.1822684,1.5956855,2.722489,1.2793441,2.4745047,2.136331,1.7825708,2.0554185,2.2938724,1.9996188,2.2195568,1.959517,1.8490496,1.4553833,1.7811332,1.9473743,1.999259,2.3195376,1.5652819,2.055171,2.0651722,2.2375774,1.6328368,2.500585,1.9924772,1.7316937,2.1140656,2.4218128,2.1132393,1.6066217,2.0654829,1.8950047,1.9853685,1.663568,2.1257486,1.8689222,2.2305365,1.8669341,1.9669595,2.0278006,1.9638722,2.4435668,1.7871423,1.6056733,2.332518,2.0446067,2.1681406,2.0024467,1.4942474,2.2796762,2.1072297,1.9806659,2.135705,2.2192478,1.7277079,2.0053678,2.0206723,1.8893034,2.3147106,2.215034,1.8468852,2.0225298,1.8951893,2.0878556,1.812007,1.5567522,2.2437499,1.4902444,1.7134609,1.9984393763206374,0.28133845429883175
101,sm8-16_cation->neut,5.1,5.757365,5.5855107,5.6668925,5.465657,5.5592833,5.1518865,5.49495,5.9470024,5.510313,4.7746205,5.7996955,5.8582315,5.47651,4.925497,5.6005087,5.733807,5.855844,5.3436985,5.456071,5.413027,5.3729553,5.466872,5.9347634,4.974896,5.538847,5.8414736,5.5653667,5.6598086,5.1101985,5.720233,5.6670084,4.7733307,5.543763,5.2127147,5.205333,5.9147143,5.5653906,5.962949,5.002443,5.346381,4.5961604,5.7427697,5.6198587,5.0925198,5.5786047,5.0881963,6.0400596,6.310767,4.961795,4.6975536,4.8464293,5.6066656,5.679463,5.5548396,5.2110357,5.2005086,5.8903055,5.3072166,5.044088,5.1412096,4.5665007,6.0091543,5.6571484,4.1598105,5.538059,4.78117,5.9616776,4.4647083,5.2666206,5.73855,5.411398022611377,0.42298491851796216
102,sm8-17_cation->neut,6.58,7.2667856,7.0193253,7.29694,7.7202435,7.355174,7.24612,7.1643343,7.471019,7.661186,7.2183514,7.242132,7.7285256,7.170511,7.5160666,7.1886334,8.566548,7.6678257,8.044133,7.5570617,6.8643165,7.119549,7.480318,7.183407,7.3982167,7.8761854,7.72025,7.238516,7.438792,7.3837495,7.333131,7.223874,6.997876,7.8377724,7.3730536,6.901803,7.6070824,7.1292176,7.539846,7.9522743,7.604253,7.308666,7.4518895,6.8933644,6.9779673,7.0099425,7.115984,7.635277,7.307413,7.251088,7.6007133,6.822387,7.4595633,7.705133,6.6689787,7.393749,7.224745,7.3749275,7.4799633,7.3649316,7.076268,6.930867,7.118697,7.436194,7.5709143,7.46352,7.0899982,6.7314987,6.771894,6.8575935,7.475918,7.330344315381116,0.3416653554701198
103,sm8-18_cation->neut,2.72,2.1495337,1.6247177,1.5289097,2.9354928,1.5168581,2.0860584,2.2486448,1.7974434,1.8979216,2.490302,1.7175925,2.628228,1.4403377,2.5367775,1.6972046,1.4581394,1.8519258,1.951926,2.092266,1.0790014,2.0155325,2.6021929,1.9651492,2.059916,2.3869085,1.9055414,1.3514857,2.327766,2.1411798,1.8274188,1.3378949,2.5911093,1.899931,2.3230672,1.5835404,1.9297054,1.3539677,1.8552144,1.7561371,1.6588016,2.2817788,1.448976,1.8919029,1.0792961,1.3476386,1.8342257,2.0295072,1.9956677,2.359852,1.1887181,2.4346657,1.4762518,2.0378458,1.8088031,2.3382537,1.5546823,2.4507103,1.6695518,1.8108618,2.2463255,2.4879172,2.0085623,1.7642541,2.3706686,1.7724793,1.7720428,2.4895363,1.7698784,1.2536011,1.752147,1.9302583509095956,0.41658291931571145
104,sm8-19_cation->neut,4.93,7.0986753,5.26937,4.4885087,6.5879917,5.3385625,5.670429,5.543308,6.670082,4.4857917,4.378948,4.8940167,6.7219625,6.027953,5.997004,4.967109,5.3740134,2.8299637,4.4522386,5.9608626,5.117551,5.954211,3.9158297,4.753086,5.401033,4.883202,1.4115386,5.3967223,3.7793832,6.220273,4.8853908,3.7147903,5.4738064,4.2892184,4.3755217,6.874691,4.203045,4.666562,4.9008245,4.4158545,4.570239,5.7781067,4.7555895,7.3696012,5.985955,4.9723883,4.0611897,4.991341,5.802161,3.9933333,4.560144,5.237404,5.6497464,5.4573917,7.831614,3.0801883,4.5250673,3.9426317,4.6140504,5.2542267,5.18056,4.447893,5.372921,5.201301,5.0812755,4.5520434,4.9745064,5.76462,4.992157,6.0239625,5.50226,5.096411203733632,1.0241991872631948
105,sm8-19_neut->an,6.99,6.688632,6.528302,7.667024,6.967383,7.149988,7.1173334,7.3604164,6.8696213,7.9143715,6.9848113,7.0261784,7.794133,7.5045085,7.509781,7.042723,7.0826645,7.0044737,7.511429,6.5538926,7.138658,6.793572,7.564535,7.082285,6.941367,7.4852414,7.3204064,7.3913283,6.7937274,6.7397137,7.6544847,7.0884895,6.540531,7.141917,7.0570264,6.392723,7.320135,7.383454,6.7428455,7.151014,6.9866257,6.724231,6.886836,6.896622,6.938806,7.267473,7.622881,6.9952707,6.9597483,6.8975363,7.6539483,6.814684,7.748143,6.7542276,6.627676,6.592443,7.494749,6.9285574,6.6972485,6.7681885,6.7430377,7.2299185,6.9723506,6.8175173,6.2519264,6.8392224,6.146034,7.1319084,6.401703,6.501508,7.745187,7.042638459541428,0.3872113930043867
106,sm8-20_cation->neut,2.44,2.5809574,2.729369,2.1761484,2.789222,1.4948597,2.616006,2.7917056,2.9086928,2.5827029,2.277737,2.4342277,2.717012,2.077067,2.668569,2.536252,2.3416576,2.7466726,2.3927622,2.558939,2.1457849,2.5905626,2.122439,2.666162,2.6724858,2.6113703,2.8463924,0.9591274,2.0450175,1.9361479,2.7485151,2.085099,2.755596,2.0986009,2.912047,2.7305532,2.7176614,1.3445549,2.3745902,2.649976,2.539885,2.8793454,2.0380483,3.4298854,1.5155697,1.6881695,2.3499832,3.2681842,3.398105,2.9404929,2.3988862,2.460193,2.4466572,2.554077,2.8137662,2.3724837,1.8311934,3.016382,2.0151558,2.285496,2.1627398,2.7451208,2.4454713,2.5914478,3.1826143,1.3439841,2.7655501,1.3372598,2.407361,1.4874873,2.1775506,2.4191801204144117,0.4906126139578191
107,sm8-20_neut->an,11.44,13.501696,12.354557,12.1520405,13.465225,12.96199,12.955632,12.844519,12.502624,12.802889,12.741052,13.175368,12.894521,12.7241535,12.509982,12.753954,13.030718,12.249994,12.4696455,12.92241,12.145967,12.457202,12.39175,13.166487,12.90439,12.573398,12.353583,13.051216,12.633431,12.7131605,13.496275,12.446214,13.082197,12.475611,12.943988,13.342609,11.613088,12.541454,12.60747,12.982173,11.810035,12.466463,12.317221,13.660139,11.988348,12.93594,12.580509,12.006318,12.488828,12.522889,13.051451,12.9836235,13.084253,12.303271,12.201219,13.089476,12.613741,12.510719,12.104221,13.197627,13.189127,12.484907,12.945661,11.739904,12.481053,12.54584,12.384594,13.114344,11.976034,11.551325,12.648296,12.638760706941847,0.4687427032421282
108,sm8-21_cation->neut,5.38,6.1654205,5.064721,5.376002,6.463524,5.507282,5.8236933,4.9100037,5.8949203,5.2555094,5.275397,5.5364194,6.3676047,5.093602,5.413474,5.49701,5.020666,5.9999943,5.2936716,6.072206,5.0876517,5.2499995,5.246694,5.575113,5.616957,5.484584,6.200819,5.0490184,5.512945,5.334287,5.5771904,5.3473024,5.73981,5.4157233,4.8233457,5.78563,5.634427,5.0522046,5.5640798,5.1244097,5.0088806,5.7394085,5.5821095,6.354325,5.6900377,5.181617,5.6546545,6.5608015,6.4153285,5.579985,5.4532065,5.6514673,5.75036,5.394322,6.201175,5.302041,5.322828,6.2624564,5.3988223,5.3156786,5.8948717,5.20548,5.4050245,5.6343164,5.3933754,5.7698975,4.3320975,5.878397,4.6110754,4.993208,5.536009,5.525444653739392,0.4350453336603578
109,sm8-22_cation->neut,2.57,2.9887054,2.8207586,2.4069571,3.4209418,2.5547915,3.1616545,2.292624,3.5172412,2.750247,2.8441625,1.9038172,2.834076,2.7492845,2.7332802,2.0916605,2.4223843,3.01483,2.7586246,3.1858048,2.1795177,1.7805514,2.295859,2.497758,2.852633,2.578498,3.3574073,2.80058,2.6763833,1.9050283,2.3486166,3.4026902,3.0739012,2.2494998,1.7920585,2.726667,3.0345285,2.8374052,2.5852528,2.579093,1.764821,2.839076,2.4713044,2.742093,3.275686,2.3362875,2.3116322,3.0881963,3.6931605,2.8809733,2.7547598,2.8911219,2.6216846,2.2022872,3.175761,2.9070547,2.9789608,3.4014492,2.1020675,2.6041944,2.8951607,2.699743,3.4086852,2.2325234,2.9184167,3.543473,2.9923317,3.2091906,2.5695357,3.0962954,3.3011446,2.7392231789441177,0.44643243205902017
110,sm8-23_cation->neut,2.65,3.122526,2.6287339,1.4956412,3.4622266,2.002377,3.0307555,2.896328,2.6589136,2.4199166,2.340597,3.4186726,2.4485483,2.701,2.9643824,2.9847178,1.8036952,2.2633796,2.9144883,2.7913928,2.5303044,3.6173143,2.7752,2.8141665,3.571596,2.1773891,2.9069288,2.5303862,2.8390324,3.570632,2.7088563,2.035784,2.9520698,2.4370155,2.7685862,2.9605436,3.0759358,2.4017463,2.7057314,2.8904138,2.4340587,3.1534898,2.6555977,2.6472993,2.073163,2.2850685,2.1789346,3.2490973,3.2367997,3.3589551,2.7442193,2.9064007,2.364738,3.0631728,1.651,3.2484846,2.7849202,2.7484922,3.433957,2.607156,3.5250497,3.0766253,2.2717278,2.604319,3.3150349,1.8311157,3.509119,1.8897343,3.0916834,1.7282968,1.6776037,2.7128625238445445,0.5105043065600914
111,sm8-23_neut->an,9.02,10.321932,10.070663,9.278763,10.69661,10.129268,10.454243,9.797557,9.25806,9.240825,9.101215,9.257905,11.333548,10.486412,10.180337,10.058975,9.562764,9.474167,9.070011,9.8117,9.95812,8.7391405,9.88482,9.356604,10.352591,9.792622,9.436033,10.500471,8.798191,8.957573,9.409584,9.490226,10.229163,9.138886,10.306809,10.62897,9.747185,9.786974,9.606512,8.755471,8.95895,10.049047,9.298267,10.601127,8.787343,9.996057,9.767916,9.437558,9.367077,9.664616,8.944212,9.570208,9.456919,9.060154,9.968642,8.829552,10.335569,9.78549,9.229038,9.212889,10.069514,9.465328,9.155289,9.594118,10.105096,8.896973,9.774399,8.969463,9.862264,8.846627,8.633402,9.62216907178852,0.5733432902752775
