,compn,exp. pKa,pKa predicted by models:3-3,pKa predicted by models:3-9,pKa predicted by models:3-8,pKa predicted by models:3-5,pKa predicted by models:4-2,pKa predicted by models:4-3,pKa predicted by models:3-2,pKa predicted by models:3-4,pKa predicted by models:3-7,pKa predicted by models:3-6,pKa predicted by models:4-9,pKa predicted by models:4-8,pKa predicted by models:3-0,pKa predicted by models:8-9,pKa predicted by models:4-5,pKa predicted by models:4-4,pKa predicted by models:5-2,pKa predicted by models:4-7,pKa predicted by models:3-1,pKa predicted by models:4-6,pKa predicted by models:5-3,pKa predicted by models:5-9,pKa predicted by models:5-8,pKa predicted by models:5-5,pKa predicted by models:6-2,pKa predicted by models:4-0,pKa predicted by models:5-4,pKa predicted by models:6-3,pKa predicted by models:5-7,pKa predicted by models:5-6,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:4-1,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:5-0,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:9-2,pKa predicted by models:5-1,pKa predicted by models:8-5,pKa predicted by models:9-3,pKa predicted by models:6-0,pKa predicted by models:9-9,pKa predicted by models:8-4,pKa predicted by models:9-8,pKa predicted by models:10-2,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:9-5,pKa predicted by models:10-3,pKa predicted by models:10-9,pKa predicted by models:6-1,pKa predicted by models:10-8,pKa predicted by models:11-2,pKa predicted by models:9-4,pKa predicted by models:11-4,pKa predicted by models:7-0,pKa predicted by models:9-7,pKa predicted by models:10-5,pKa predicted by models:11-3,pKa predicted by models:9-6,pKa predicted by models:11-9,pKa predicted by models:11-7,pKa predicted by models:11-8,pKa predicted by models:10-4,pKa predicted by models:11-6,pKa predicted by models:10-7,pKa predicted by models:11-5,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:10-6,pKa predicted by models:9-0,pKa predicted by models:8-1,pKa predicted by models:10-0,pKa predicted by models:9-1,pKa predicted by models:11-0,pKa predicted by models:10-1,pKa predicted by models:11-1,consensus,std. dev.
70,sm7-26_neut->an,4.91,4.5594435,5.6512303,6.9469795,6.7605596,6.498263,5.1269026,5.8816757,4.5456514,5.6536074,5.6989164,5.6688566,6.5051413,5.656164,5.181089,6.151361,4.8220634,6.220438,4.952548,5.222657,6.340885,4.8460064,6.05289,6.614105,6.3889456,5.7543607,5.539303,4.8844204,5.1294117,5.1552978,6.0867343,5.182929,6.368702,6.5100985,6.652304,5.3969536,5.8563204,5.0027003,5.610283,5.992373,6.035632,5.4412193,5.25546,6.7980165,6.253773,5.4255753,5.4292827,5.847343,5.061874,5.740081,6.394958,4.6680603,5.5662017,5.3232617,5.568606,5.4814224,5.421286,5.8989916,6.4706993,4.929088,5.1847796,6.093686,5.4732203,5.943532,4.8038974,6.2593775,6.716633,5.2996626,5.359289,6.087963,5.5281477,5.7604218,5.6988883,5.8959894,4.8396506,5.5302305,6.419327,5.030328,5.25768,5.2312984,5.621107,5.7026873,5.8854084,5.3797827,5.8870025,5.3937964,6.2620206,5.444189,5.9015923,4.8840623,5.3783684,5.660916728344592,0.5655624752377661
71,sm7-27_neut->an,10.45,10.626678,12.190302,12.722354,11.252178,11.5745125,11.173786,12.356026,12.208818,10.528748,10.9776745,12.48032,12.895115,10.600746,11.650124,10.363289,10.763983,11.360443,11.388114,10.931939,11.2892275,11.467478,12.627358,12.994329,10.690174,11.018967,10.55516,10.857693,11.121592,11.024003,11.084871,12.253843,12.72197,10.582539,11.370836,11.090208,11.259623,11.6520405,11.964518,11.42813,12.549825,11.142261,10.539391,11.999435,10.770524,11.049211,11.272707,13.1708765,11.6362295,11.243858,11.522856,11.623692,10.464269,10.629203,11.240806,12.112968,11.241728,13.030811,11.360056,12.282494,10.853731,11.057188,10.966659,11.6483,10.909701,12.927109,12.102969,12.1782055,12.147289,11.002742,11.893248,10.982565,11.643894,11.181199,10.969261,11.771571,12.255996,12.068694,10.901455,11.957879,10.385917,11.086341,11.294203,10.846781,10.948722,11.499451,11.263077,11.513046,11.079998,11.704584,11.833842,11.464928838708898,0.6880123692231893
72,sm7-29_neut->an,10.05,11.558477,12.054838,12.948325,12.233658,11.921249,11.71361,11.688411,12.264366,11.203745,10.726688,11.909173,12.525427,12.875852,12.175984,11.617457,10.733761,12.02593,12.301957,11.25136,11.734198,11.738671,12.613643,12.334091,11.800348,12.215432,12.324018,11.348284,11.420828,11.917195,11.778224,11.8567295,12.102018,12.02512,12.002805,11.204848,12.282213,11.423164,11.854419,11.914509,11.9374275,10.8640175,11.559207,11.499914,11.379199,11.513966,11.486011,12.4828,11.526588,10.810951,12.395757,11.887106,11.157904,11.409478,11.811457,11.951722,11.506859,12.526342,12.15969,12.284237,10.7334,11.772474,11.569458,12.160748,11.532312,11.832254,12.427023,11.778875,12.246602,11.759403,11.798662,11.592976,11.663807,11.484283,11.52893,11.958626,11.984103,11.8289585,10.4820595,12.374142,11.220757,11.645384,11.656344,11.134874,12.295216,11.675484,12.086921,11.549426,11.964076,11.35043,11.712458,11.76507829100221,0.5061025094996942
73,sm7-30_neut->an,10.29,9.777993,10.280661,9.868603,11.8183,9.571309,8.8604965,9.1997385,10.170089,10.040543,8.8216915,10.458979,10.625702,9.861867,10.623538,9.877071,9.503918,9.786924,10.502657,9.336695,9.865603,9.122741,10.32538,11.051579,9.558498,9.51778,10.560269,9.298658,8.822445,9.712398,10.037324,10.579838,11.246811,10.252665,9.843628,9.828745,8.910116,9.873554,10.710903,10.614679,10.704905,10.325199,9.322061,9.902495,9.5557,9.543579,9.343761,10.723171,10.816377,9.397831,9.950399,9.885481,9.891957,9.56936,10.654789,10.6025505,9.357773,10.738684,9.435559,11.045609,9.430346,9.818626,9.168116,10.595135,9.395939,10.394668,11.3542185,9.781296,9.815434,10.74342,10.551824,9.267361,9.599533,10.053139,10.119789,10.567458,10.403775,10.453026,9.347054,11.0122795,10.529896,10.6049,9.888592,9.587093,11.412482,10.339345,11.373326,10.474511,9.79603,9.754889,10.067478,10.06020449585967,0.6385109017696327
74,sm7-31_neut->an,11.02,10.155527,11.344663,12.183952,10.954597,11.370773,10.316217,9.531286,11.329396,9.939719,9.84605,11.017267,11.36359,10.85573,11.236013,10.18888,10.846003,9.650585,10.87533,9.8372555,10.686104,10.3697405,10.902953,12.402,10.607261,10.47023,11.359119,11.09223,9.754358,10.891384,10.393528,10.416657,11.985714,10.84033,9.8093605,10.364323,10.867229,10.501902,10.891794,10.582884,11.937756,10.325018,9.374856,10.616861,10.655987,10.215124,11.130203,12.27626,10.982306,9.964814,10.197095,10.828636,10.338832,10.115976,10.491916,10.660406,10.841325,12.148199,10.745935,11.778845,9.915685,10.778372,10.648545,11.47515,9.827578,11.50375,11.242342,11.61217,11.801242,10.328952,11.325704,10.139872,11.095925,10.298303,10.771711,10.963584,11.804233,11.927076,9.987438,11.6800785,10.443602,11.003101,10.594786,9.866453,11.111891,10.438032,11.230906,11.161831,11.202318,9.917544,9.790356,10.775459536038912,0.6749845276656008
75,sm7-32_neut->an,10.45,10.2865925,11.161664,10.721994,11.150232,10.5515,10.137381,10.484444,10.8539,10.44698,9.463184,11.325199,11.153318,10.752895,11.558978,10.779509,9.830352,10.257669,10.507696,9.793924,10.241346,10.329738,11.319141,10.903151,10.807894,10.237203,11.572522,10.273706,10.188885,9.804958,10.646614,10.747175,10.83461,10.6195135,10.957829,10.013059,10.189787,9.866331,9.893789,11.193682,11.238169,9.764568,10.298028,10.256105,10.971464,10.618445,9.85594,11.351891,9.840998,9.9120655,10.556194,9.970634,10.609301,10.755397,11.282608,10.994344,9.133535,11.491632,11.146084,10.513352,9.900008,10.687825,10.524227,11.721075,9.92289,11.632278,11.372114,10.198265,9.540176,11.674435,10.987244,10.5831585,10.675705,9.945826,10.982126,11.879297,11.053568,10.416828,9.685488,9.902804,10.607357,11.486473,10.060297,10.112612,12.299423,10.237478,11.869719,10.725627,11.631085,9.717034,10.032464,10.603670457693248,0.6357238632859289
76,sm7-34_neut->an,11.93,9.335863,10.965561,11.836307,11.130264,10.275805,10.687696,10.526289,10.165103,10.796832,10.750267,11.450198,11.127058,11.385442,11.313162,11.472736,10.157419,9.850488,10.504439,10.326286,10.024354,10.762196,11.656959,11.310795,11.757481,10.282896,10.975541,9.151392,9.216507,10.337471,10.795105,11.941488,11.190074,11.582616,9.964838,10.299495,10.775755,9.333612,10.080578,11.022189,11.267849,10.1479645,10.365824,10.057845,11.513042,10.599106,10.180936,11.276852,10.138403,10.615801,9.859024,10.192493,11.070036,10.911051,10.400118,10.926615,9.489466,10.513674,10.1684265,10.872576,9.56257,11.38203,10.039352,11.29373,10.627363,10.762236,10.277368,10.05937,10.519693,10.730701,10.990863,10.995371,11.292013,10.545437,11.115656,10.9439945,11.116018,10.257584,10.133829,11.040125,11.22046,11.2254925,10.759657,10.186063,11.638197,10.664635,11.241799,10.828981,11.575748,10.354663,10.990061,10.696557335067583,0.6278792220602796
77,sm7-35_neut->an,9.87,10.387543,10.676635,11.013543,11.236363,10.445439,10.25213,10.702771,10.895111,9.956491,10.054819,10.95493,10.948502,11.309334,11.3601055,11.191676,9.547395,10.458521,10.952229,9.374156,10.347964,10.375104,11.028862,10.452689,10.943899,10.754699,11.017514,10.703201,10.020244,11.118845,10.717065,10.889683,10.839939,10.930567,11.038816,10.174404,10.58141,10.367347,11.043167,10.869732,10.526644,10.42247,10.698748,10.276981,11.081552,10.566417,9.96336,11.218623,10.804437,10.208477,11.049824,10.970373,10.533257,10.470931,10.400438,10.612848,10.246645,11.288996,11.240805,11.153625,9.501864,10.580445,10.259543,11.301834,10.64085,10.747578,11.370589,10.444443,10.773935,10.894394,11.203419,10.330368,10.455933,10.230974,10.849718,11.101394,10.808187,10.780938,9.707533,11.304524,10.317397,10.691243,10.495364,9.935709,11.430427,10.499498,10.972249,10.98857,10.941811,10.657103,10.816949,10.66563821226686,0.4447462192977662
78,sm7-36_neut->an,9.8,9.348314,9.433765,8.60331,9.015623,9.2938385,8.961041,8.946755,9.015285,9.833342,7.970585,8.784379,8.726134,10.033716,8.805401,8.697404,8.070899,8.411896,9.537731,8.063549,8.640081,8.792122,8.960478,9.151918,8.649729,8.455605,9.113079,8.699918,8.874666,8.484741,8.802898,8.273918,9.232432,9.394916,9.242558,8.965206,9.224455,9.004977,9.132166,8.7931385,9.5939045,8.178501,9.354232,8.756931,9.071354,9.605732,8.762714,9.412195,8.523727,8.001352,8.840399,9.0798,9.170988,10.121956,9.5788555,8.240976,8.885466,9.111924,8.761302,8.613567,8.27712,8.623278,9.729921,8.710794,8.815501,9.064617,9.68358,8.848078,8.454706,9.562797,8.991158,8.6312065,9.623337,8.4596195,8.671644,10.082579,8.8189945,8.946669,8.279692,8.995786,8.330133,9.486637,8.962488,8.203256,10.657988,9.352717,9.777183,9.914226,9.7351,8.544199,9.551872,8.99664529653696,0.5330052616193198
79,sm7-37_neut->an,10.33,9.391109,10.543096,10.584651,10.262428,10.002008,9.553822,9.817465,9.746627,10.085317,9.750175,11.325422,10.473653,9.735218,11.11818,10.437654,10.054024,9.338881,9.794833,10.018612,9.295467,9.771915,11.6629715,10.88115,10.69123,9.932052,9.847011,8.962694,9.123788,9.523721,10.736141,11.813911,10.760108,10.533577,9.499781,9.881892,10.162491,9.590961,9.496862,10.863201,10.598673,8.952625,8.780697,9.312954,10.332345,10.247517,9.104734,10.514691,9.327102,9.585889,9.306099,9.337772,10.769711,10.290188,9.383375,10.755913,9.66683,10.166925,8.964824,9.78658,9.219669,10.162757,10.043285,10.849105,9.98472,10.021829,9.620855,9.872532,9.37518,9.400922,9.94556,9.569134,10.369314,10.256094,10.872664,9.931746,10.216836,9.646372,9.487986,9.378845,10.480218,10.401806,9.916529,10.049272,10.824843,10.080494,10.198506,10.341769,10.283102,9.619789,9.657242,10.007236481551285,0.6044933174398981
80,sm7-38_neut->an,9.44,10.067295,10.014676,10.666859,9.778035,9.818163,9.279703,9.605236,10.631764,9.09446,9.458359,10.090564,10.286469,10.420425,10.30561,9.336248,9.388439,9.603661,10.163864,9.129527,10.122519,9.554535,10.726092,9.84564,9.757384,9.996649,10.369445,10.096629,9.109118,10.483717,10.0917015,10.414715,9.481216,10.022076,10.241612,9.021561,9.085435,9.864773,10.265921,9.821043,9.859951,9.612381,10.649856,9.710694,10.117851,9.975291,10.096575,11.152457,9.9993305,10.12603,10.061386,9.490795,10.228331,9.740318,10.419788,10.010696,9.909878,10.604328,10.370033,9.993696,9.431721,9.882584,9.495447,10.396092,9.72014,10.592176,10.69417,10.266113,10.523356,10.33557,10.241859,9.856256,9.840702,10.380536,9.793895,10.669915,9.945761,10.58422,9.506719,10.551854,10.026422,10.35861,9.649482,9.370857,11.031145,9.707924,10.638073,9.667839,10.364422,9.379903,9.771981,9.997324738554903,0.4606975196793763
81,sm7-39_neut->an,10.22,8.683004,9.718069,9.0483265,9.410431,9.638247,8.656321,9.003244,9.060312,8.4778385,9.163714,9.177287,10.154589,8.980793,8.829967,9.146646,8.8685,8.738001,8.499208,7.8442454,8.861801,8.624706,8.480447,9.217077,9.242883,9.169865,9.089437,8.835194,8.279697,8.688897,9.134943,9.189449,9.452652,9.583155,8.93421,8.105185,8.491121,8.809189,8.432688,8.925114,9.986483,8.772767,8.285553,8.951293,9.147754,9.599386,8.971186,9.886027,8.757021,8.651578,8.827244,8.899946,9.602603,9.165566,8.747504,8.706407,8.630392,9.649157,8.574419,8.983684,8.748855,9.779123,9.462566,9.19249,7.9828315,9.397788,9.971847,9.008608,8.882043,9.066829,9.725797,9.612997,9.7269535,8.798232,8.392431,9.233105,9.610887,8.842452,8.625914,9.838675,8.946141,9.095718,8.519477,8.873625,9.400033,8.996642,8.547957,9.616132,9.306258,8.0887165,8.966676,9.032090309897622,0.4881784585545583
82,sm7-40_neut->an,9.58,9.7122755,10.521575,11.599312,10.776725,10.708994,9.459347,9.618522,10.765866,10.074984,9.808584,10.685144,10.563023,10.725325,10.274418,10.575287,9.847522,9.599657,11.352106,8.87174,9.209244,9.113726,10.257337,10.998055,10.56092,10.718788,10.323236,10.245119,8.791742,10.845033,10.446723,10.37506,10.778036,11.038759,9.622905,9.008665,9.732025,9.575897,11.244362,10.334963,10.778337,9.316176,9.515027,9.687598,11.150816,9.620418,10.0934305,11.114562,10.90164,9.388437,10.4517565,8.860564,10.50257,9.559193,9.964829,10.108489,9.538568,11.061165,10.507304,10.938546,9.271243,10.688517,10.006177,10.645884,9.227117,10.885805,11.343795,10.52865,10.668427,10.443497,11.09803,10.777349,10.011017,9.149059,10.027611,10.847493,11.198996,10.645184,9.154077,11.194952,10.40411,9.734573,8.803282,9.749572,10.34509,9.311733,10.596109,9.4990225,10.247311,8.55669,9.516694,10.17557683965662,0.7110274003513997
83,sm7-41_neut->an,5.22,6.56839,6.2137475,6.2871265,6.167438,5.8961577,5.9331045,6.7896023,5.7009783,5.9425592,5.9164133,6.199505,6.7758136,5.4795876,5.654047,6.8817296,5.5922127,6.0989065,6.657222,5.725261,6.426869,6.310765,6.1711335,6.3091316,6.878193,6.427882,5.639153,5.4429574,6.031486,5.296342,7.0198765,6.0313106,5.843008,6.633589,5.7198815,6.2955675,6.393815,5.678074,7.1448746,5.994965,6.472989,5.976188,6.14375,6.186428,5.989247,6.6883645,5.2032766,6.7557673,5.953151,5.3433704,6.3129115,5.6876445,6.7913933,6.5338984,6.5123196,5.931589,5.974984,6.32323,5.974556,6.297894,5.64466,6.5380735,6.4715447,6.2743487,5.591134,6.652363,6.0259275,5.9702363,5.9161153,5.6177635,6.9920855,6.270619,6.305693,6.1035967,6.10382,7.6736064,6.2103024,5.8447695,5.7940593,6.84721,6.515221,5.8824635,6.611766,5.9954996,6.897542,6.4567432,6.145957,6.453411,6.0293074,5.6518598,6.3789625,6.179211975139577,0.4602694481634645
84,sm7-42_neut->an,6.62,5.8996606,5.642436,5.010483,6.68909,5.7192726,5.9534507,5.913535,4.8819094,5.385181,5.2936535,5.4992414,6.133774,6.0258627,5.3974047,6.560828,5.1263866,5.349957,6.818034,4.7703257,5.798874,6.3055415,5.1523733,6.0424027,6.203826,5.552799,5.7143283,5.2718434,5.3911767,5.4799533,5.0635953,5.381457,5.200343,6.4223604,5.4936204,6.015637,6.0579796,5.297911,6.8857203,5.2900395,4.9588385,5.244751,5.4912505,6.130423,6.946122,6.893366,5.737732,5.665757,5.856557,4.7715797,6.312431,4.610663,6.417286,6.349684,6.5324106,4.9918313,5.3903375,4.913072,5.708525,6.4313383,5.1067476,6.276185,6.47772,5.228429,5.8699675,5.563728,6.1101127,5.738246,5.724807,5.9139085,5.7629642,5.3304405,6.663188,5.040595,4.9898357,6.293696,5.2590394,5.833493,4.559787,6.8157177,6.952161,5.682575,5.8971386,5.125082,6.695252,5.7542934,6.1325884,6.3197756,5.8611164,5.0739083,6.0567045,5.76016950733059,0.5948915447710516
85,sm7-43_neut->an,5.62,6.581407,6.331144,6.7744217,6.8727665,6.809887,6.7160835,6.1405225,5.6413183,6.282359,6.343791,6.504944,7.4733877,6.3412905,5.8367486,6.638818,6.2715025,6.5947437,6.4752984,5.898452,6.1101894,6.1342087,6.2811832,7.543766,6.713664,6.957964,6.316992,5.926103,6.2955456,6.357362,5.6110883,6.063565,6.889098,7.012148,6.6308584,6.4061003,6.286591,5.925892,7.465699,5.590543,7.2238874,5.3917804,5.9230466,6.855481,7.026324,7.0355797,6.42018,6.984199,6.2023783,5.776411,7.2836733,5.6949587,6.6983986,6.524976,6.937106,5.958571,6.1417027,6.139683,6.7104125,7.3983917,5.5276723,6.4492664,7.1211357,5.7726865,6.407587,6.76089,6.6448903,6.7559977,6.475996,6.9203386,6.534116,6.441639,6.8390036,5.244171,5.9995246,7.133932,6.5291014,6.612234,5.115456,6.9526734,7.166905,6.6220837,6.318264,5.302993,6.740548,6.26514,6.6476603,7.124838,6.144816,6.030301,6.315078,6.438588180332394,0.5274778775678025
86,sm7-44_neut->an,6.34,7.4518013,7.979127,8.218722,7.9816785,8.624405,7.312223,7.753168,6.964985,8.028094,7.7637653,8.675428,8.580989,8.030514,8.356483,7.448328,6.987713,8.453478,8.41514,8.006649,7.6987333,7.5381126,9.309255,7.956736,7.903144,8.188159,8.010094,7.513977,7.6279345,8.228938,8.047135,8.163819,7.825742,7.8141947,7.6828165,7.717434,8.104481,7.7266326,7.8657274,8.852688,7.9267406,7.620674,7.6988072,7.8113737,8.127047,8.0217,7.765211,8.556757,8.085894,7.2198477,8.660496,7.994881,8.687698,7.860512,8.00832,8.32244,7.877631,8.330217,7.917432,8.548014,7.3736343,8.26606,8.238604,8.820596,8.022371,8.150854,7.734923,8.008862,7.8596573,7.6411424,8.440611,7.6280174,8.150192,7.803373,7.9740696,8.451265,8.124123,8.012379,7.1604953,8.1220255,7.6709027,7.760564,8.360993,7.8340883,8.652057,8.335668,8.229348,8.513461,7.6650496,8.129362,8.876726,8.002215504279503,0.4564930349530853
87,sm7-45_neut->an,5.93,7.084711,7.2545404,7.941058,7.097287,7.286864,6.558909,6.541492,6.1176863,7.172247,6.577456,7.3954573,8.087992,8.030954,7.125819,6.839221,6.7128057,7.532821,8.648982,7.0062394,6.575927,6.9129124,7.6953516,7.7918587,7.3093076,7.1043463,7.020907,6.8568096,6.9056187,7.6071477,6.1669803,7.1828794,7.941596,7.237837,7.299411,7.404734,6.943948,7.167443,8.382709,6.708206,7.983384,6.0182724,7.1986837,6.857196,7.471198,7.8366027,6.9210377,7.1685286,7.8921766,6.0087156,7.8477635,7.2007084,7.518841,7.1592426,8.103329,7.0534825,7.2012835,7.5088763,7.083287,8.373923,6.073594,7.027173,7.9115376,7.2632732,6.991193,7.656789,7.367543,6.9765477,7.290826,7.9238496,7.706526,7.022541,7.258011,6.1688423,7.3232703,8.027929,7.354917,7.158885,6.2119026,7.985634,7.3658895,7.330789,6.9181366,6.6039505,7.3605275,7.167699,7.222227,7.717334,6.8701763,7.0118275,7.172997,7.219860896225815,0.5573502202014067
88,sm7-46_neut->an,6.42,7.7478085,7.6811185,9.053289,7.956717,7.5893264,7.5581193,7.967887,7.0394278,8.012003,7.5053363,8.130546,8.20144,8.358385,7.0552087,8.12233,7.1320934,7.457431,8.101488,8.0071945,7.815157,7.142458,8.016361,8.275359,7.7305536,7.835848,7.7509956,7.404481,7.8668165,7.6818,7.241527,7.141294,7.9628367,8.340297,7.7402377,7.6502476,7.8566027,7.3792944,8.539648,7.473842,8.0987015,7.422125,7.8289003,7.4744015,8.69586,7.857137,7.9692307,7.741351,7.549077,6.6971264,7.480741,7.3990064,8.430963,7.8332715,8.478307,6.84407,7.709182,8.0504055,6.4048147,9.065271,6.814004,8.449835,8.030617,7.308642,7.817083,8.341091,7.174081,7.338157,7.7195873,8.677471,8.27744,7.8730936,7.6546283,7.0155964,7.141273,8.3501005,8.36126,7.6212626,7.2009377,8.545674,8.482023,8.374054,8.018338,6.9462366,9.009355,8.027376,8.219139,8.255707,8.582403,7.5770683,7.9449444,7.803529969100115,0.5507363842594238
89,sm8-1_neut->an,3.99,4.2291694,3.7993999,3.7402596,4.0136065,3.9956918,4.4321976,4.247109,3.0624504,4.2395935,3.7629337,4.200273,4.3337836,4.5215025,4.3868484,4.6428514,3.3080702,4.0311327,3.9580796,4.4488993,4.2840357,3.930698,4.4850283,3.9989529,4.7037945,4.511301,4.2107925,3.750424,4.336901,4.0546656,3.9848046,3.646782,4.076684,4.8880644,4.404207,4.116149,4.8562956,4.013824,4.2765646,3.7194452,3.6087227,3.9102826,4.67943,4.1600003,3.9846916,4.5771523,3.947259,3.9706945,4.321251,3.8636703,4.2279315,4.615263,4.6708684,4.360393,4.819299,3.9299355,3.781426,3.8655758,4.0695295,4.4029365,3.9457703,4.5166445,4.224979,4.2075872,4.039993,3.9001179,4.0443635,4.229462,4.127838,4.696744,4.541012,4.242775,4.2213287,4.1117926,4.2132716,4.6487303,3.8465261,4.347334,3.9783463,4.84435,4.477888,4.9209023,4.5096154,4.2295184,4.606283,4.108741,4.5142374,4.355946,4.497255,4.3781204,4.0792236,4.20842060141511,0.3421720793601792
90,sm8-2_neut->an,4.5,3.5523996,5.273078,5.06511,4.5280104,5.0190682,4.008266,5.278695,5.2242565,4.8605447,5.3457913,5.654643,5.3826685,4.3183928,5.1488724,4.9634814,5.0207577,4.6371,5.116405,4.7667956,5.1509314,4.0426908,5.405402,5.0253153,5.1365395,5.4388833,4.567254,4.8583074,4.329465,4.67919,5.1925416,5.7554216,5.0662074,4.7740183,4.7271075,4.7252607,4.525605,4.8329806,5.0312057,4.9859505,4.9509125,4.698353,4.737293,4.6016293,4.3680577,4.3372865,4.4258237,4.874938,4.5262003,5.5389915,4.687024,5.0994024,4.9695177,4.313411,5.429595,5.334367,4.7672033,4.9994373,4.73612,4.809347,4.3650613,5.12479,4.502276,5.520093,5.2098193,4.819168,5.069834,5.2703795,5.032409,5.095175,4.8295774,4.9427023,4.6846294,4.828475,5.4450417,4.7448525,4.991926,5.403432,5.127351,5.1031423,4.8265786,4.662009,5.302434,4.5863147,4.513622,4.9303827,4.826273,5.1160083,4.9940033,4.872864,4.423314,4.893224868145618,0.3791182150873258
91,sm8-3_neut->an,4.0,2.8230882,3.5065298,3.3867335,3.983972,3.5132036,3.8946376,3.8157425,3.1048822,3.8336036,2.8659458,3.1985774,4.0180078,4.063903,3.1510568,3.765685,3.9313045,3.2366848,3.0473828,4.354038,3.4181423,3.5377684,3.4956732,3.7667146,4.5539865,3.519888,3.762354,3.6802616,3.534082,3.2840738,3.4865408,3.774795,3.7077498,4.4917974,3.628962,3.9422286,3.9166994,3.896334,3.5144422,2.7466083,3.005427,3.2728705,3.5104165,3.3087215,3.5420055,3.9260166,3.5400047,3.9638777,3.3663979,3.4375277,3.156766,3.3472652,3.6799765,3.7916217,3.792352,3.3443608,3.3033261,3.270434,3.4237442,3.7111108,2.8922281,3.697884,3.7276173,2.9674177,4.133505,3.797782,3.6185732,4.0074663,3.4044533,3.2562294,3.76807,3.9508753,3.788102,2.9932709,3.2485905,3.2347407,4.1618223,4.0742054,2.8999443,3.7418497,3.6566916,2.857038,3.8711603,3.0388327,3.1286502,3.7919133,3.158204,3.836438,2.8849397,3.6527638,3.9475718,3.5608476203876536,0.3890331657810028
92,sm8-4_neut->an,5.77,3.7924638,4.2915106,4.3518333,4.562957,4.447233,3.6370277,4.9728327,4.047349,3.833973,3.616119,4.853021,5.5790496,4.1891847,4.33131,4.1321163,4.076641,4.773959,4.124145,4.664694,3.8496675,3.8028727,4.661282,5.425429,4.3943386,5.2786036,4.3631372,4.0707417,4.293172,4.5975137,3.9510183,4.605604,4.0112734,4.326808,5.1025863,4.241295,4.57958,4.339324,4.0121946,4.204411,5.1375504,3.459046,4.0455003,4.8209267,3.8478737,3.9122744,4.3283415,4.8160143,4.0145144,3.9262667,5.0428715,5.195569,3.7097397,3.908934,4.1377926,4.37444,3.504702,4.9807334,4.91572,3.8656287,3.6552563,4.361864,4.1678333,4.9181366,4.5139394,5.391611,5.22156,4.8886013,4.3259172,3.958789,3.819961,3.5243044,4.3168154,3.5044765,4.9064717,4.076132,4.5580263,4.592477,3.21143,4.40839,3.6403804,3.8345642,4.7511244,3.0400171,3.7254448,4.2226925,3.3786879,4.0507116,3.5120873,4.215456,4.4977546,4.299929941303128,0.5522067925771913
93,sm8-5_neut->an,4.23,4.510005,4.1172657,4.1941557,3.3224459,4.6096277,4.636002,5.198241,3.2205753,3.4231844,3.6989245,4.0522304,4.4011207,3.8085737,4.0888033,3.888812,3.3173828,4.9084134,3.9930456,5.002311,4.8023787,4.5301347,4.416633,3.9769573,4.131985,4.735593,4.821911,3.2151203,4.1731367,3.5115464,4.766474,4.8562946,3.7888384,4.132951,4.940157,4.0738945,4.937751,4.0055566,3.5877266,4.0278773,3.870308,3.1619778,4.2433853,4.635945,3.9747944,5.118854,3.8519654,4.2978296,3.181903,3.264884,4.773396,4.8530893,3.7851176,4.5768805,4.63394,4.2405043,3.927782,4.252811,4.6477704,4.25713,3.4913244,3.7378063,5.4060698,4.550162,3.8700905,4.364647,5.042389,4.0916166,4.0634646,4.1332016,3.4195833,4.181461,4.9118977,4.302638,4.0973573,4.367753,4.0862694,4.501861,3.335732,4.1229496,4.2061195,4.1786175,4.4945173,3.8715324,4.318835,4.2668333,3.9486206,4.8093843,3.9147825,4.0466537,4.644163,4.202007007913275,0.5081958671283475
94,sm8-6_neut->an,4.17,3.247624,3.4857898,3.468915,4.3321414,4.7273574,3.704606,5.2491956,3.6089745,4.314542,3.9824576,3.0860233,3.9581141,3.7653909,3.3746967,4.5147676,4.0980425,4.4445925,3.8520663,4.4691772,4.1451206,3.2359905,3.3384447,3.588357,4.9371343,4.3451815,3.6088881,4.5180464,3.794013,4.291897,3.808072,3.5627518,3.8209925,4.5350904,4.1286945,4.10963,4.4589224,4.4000964,4.2082157,3.2051558,3.5347414,3.7225175,3.5809298,4.7003117,4.005216,4.045887,4.128543,3.6759043,4.251748,3.829029,3.6759934,3.4997787,4.5617495,3.5790887,4.031222,2.79781,3.5149326,3.690967,4.138686,3.722476,3.6651182,4.1586437,3.4393902,2.8757863,3.8913684,4.0098,4.519908,4.199216,4.2289667,4.324253,4.0622835,4.2713313,3.9964366,3.7890742,3.901863,4.0826645,4.2642145,4.265111,3.6952147,4.1231823,4.101735,3.7337756,3.758048,3.9199188,3.2726102,3.798893,3.8060975,3.6685743,3.850742,3.6187057,3.3181305,3.9252061311491246,0.43880954498272856
