,compn,exp. pKa,pKa predicted by models:3-3,pKa predicted by models:3-9,pKa predicted by models:3-8,pKa predicted by models:3-5,pKa predicted by models:4-2,pKa predicted by models:4-3,pKa predicted by models:3-2,pKa predicted by models:3-4,pKa predicted by models:3-7,pKa predicted by models:3-6,pKa predicted by models:4-9,pKa predicted by models:4-8,pKa predicted by models:3-0,pKa predicted by models:8-9,pKa predicted by models:4-5,pKa predicted by models:4-4,pKa predicted by models:5-2,pKa predicted by models:4-7,pKa predicted by models:3-1,pKa predicted by models:4-6,pKa predicted by models:5-3,pKa predicted by models:5-9,pKa predicted by models:5-8,pKa predicted by models:5-5,pKa predicted by models:6-2,pKa predicted by models:4-0,pKa predicted by models:5-4,pKa predicted by models:6-3,pKa predicted by models:5-7,pKa predicted by models:5-6,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:4-1,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:5-0,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:9-2,pKa predicted by models:5-1,pKa predicted by models:8-5,pKa predicted by models:9-3,pKa predicted by models:6-0,pKa predicted by models:9-9,pKa predicted by models:8-4,pKa predicted by models:9-8,pKa predicted by models:10-2,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:9-5,pKa predicted by models:10-3,pKa predicted by models:10-9,pKa predicted by models:6-1,pKa predicted by models:10-8,pKa predicted by models:9-4,pKa predicted by models:7-0,pKa predicted by models:9-7,pKa predicted by models:10-5,pKa predicted by models:9-6,pKa predicted by models:10-4,pKa predicted by models:10-7,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:10-6,pKa predicted by models:9-0,pKa predicted by models:8-1,pKa predicted by models:10-0,pKa predicted by models:9-1,pKa predicted by models:10-1,consensus,std. dev.
80,sm7-38_neut->an,9.44,9.937582,10.486284,10.302593,9.736137,9.467661,9.276594,9.569303,10.064235,9.158919,9.438353,9.989471,10.223873,10.177131,10.222988,9.342264,8.794188,9.723689,10.082901,8.991268,9.725653,9.531351,10.815065,9.915569,9.678507,9.913939,9.997812,9.884939,8.932437,10.419934,10.287648,10.405354,9.662951,9.988747,10.425764,9.072074,9.131821,9.872444,10.382073,9.757464,9.547661,9.148921,10.258663,9.4189,10.074142,9.8407345,9.859066,11.032439,10.087028,9.825979,10.022385,9.337405,10.10855,9.5144615,10.103565,10.0219555,9.59837,10.618127,10.228859,10.030396,9.215183,9.80229,9.446272,10.208788,9.712728,10.036518,9.771,10.116352,10.303585,9.6315975,9.791009,10.501616,10.562998,9.826574,9.599135,9.2809,10.839777,9.78475,10.155422,9.790287,9.110486,9.856689599590538,0.4590759106964171
81,sm7-39_neut->an,10.22,8.731981,9.789292,9.059748,9.41189,9.665798,8.663549,8.989465,9.03685,8.483879,9.1284,9.208532,10.161463,8.796646,8.892637,9.128286,8.82733,8.768993,8.425655,7.7893405,8.869723,8.643806,8.498762,9.252626,9.235191,9.151672,9.060278,8.791894,8.2771435,8.647502,9.24669,9.220155,9.519205,9.611435,8.937295,7.9527917,8.453056,8.75279,8.495954,8.981488,9.985672,8.723885,8.277934,8.731158,9.181738,9.569752,8.942689,9.9532795,8.714273,8.737676,8.736767,8.78874,9.610425,9.119732,8.671567,8.6609535,8.513416,9.893877,8.504554,8.951311,8.752896,9.775854,9.391512,9.16548,7.91773,9.476586,9.065163,9.075205,9.706476,9.636271,8.86114,8.848478,9.901427,9.19847,8.320274,8.963064,9.481958,8.656353,8.796215,9.598907,7.8690224,9.0062602269208,0.519327009901297
82,sm7-40_neut->an,9.58,9.566853,10.655668,11.603567,11.020563,10.290665,9.429125,10.28623,11.365917,10.78954,9.594553,10.955067,10.5841675,10.47019,10.91181,10.316525,10.505774,9.720763,11.769214,8.969307,9.817209,9.365385,10.324652,11.146048,10.59601,10.407389,10.308362,10.424438,9.215273,11.18879,9.824068,11.042676,11.000609,11.05631,10.546526,9.366108,9.799761,10.436653,11.276287,11.005234,11.175887,10.039366,9.3927355,9.6302185,11.328581,10.001529,10.937693,11.334755,10.877306,9.218006,10.680729,9.092829,10.723303,9.679674,9.847203,10.792723,10.367664,10.828865,10.507162,11.057625,9.258533,10.708058,10.238655,10.951021,9.212637,10.699384,10.774437,10.48661,10.903879,10.555472,9.234459,10.921653,10.944391,9.751791,9.074179,9.593162,10.575482,9.587183,10.72751,10.023489,9.765709,10.346109061535493,0.6877098323311842
83,sm7-41_neut->an,5.22,6.575378,6.219942,6.3091316,6.1696863,5.8923283,5.9349008,6.788201,5.6963882,5.9500103,5.9100704,6.215445,6.791775,5.476305,5.6614857,6.893628,5.59194,6.104725,6.6656637,5.7307363,6.4333,6.323222,6.182992,6.3165674,6.878263,6.4321237,5.643285,5.4467797,6.036643,5.3011036,7.0201406,6.034764,5.85286,6.6271935,5.720818,6.293567,6.400472,5.685459,7.1558704,6.0058827,6.478307,5.963698,6.148381,6.1803646,5.9872584,6.699903,5.2058706,6.764678,5.9586053,5.339477,6.3089595,5.68084,6.7948446,6.5382276,6.5182114,5.9458356,5.978705,6.3274074,5.9709253,6.3040524,5.645323,6.5396385,6.482082,6.293341,5.5883,6.659669,5.9738092,5.623101,6.991173,6.2689,6.095311,5.8501287,6.862736,5.8808985,6.612401,5.9977255,6.8995404,6.4532614,6.1519513,6.4549174,5.6421237,6.1685176686887395,0.4543861727657592
84,sm7-42_neut->an,6.62,5.9215345,5.648307,5.000736,6.780939,5.7594075,5.803405,5.8815618,4.877985,5.4564314,5.4917855,5.6038437,6.215542,6.059968,5.371684,6.595581,5.0943394,5.4220033,6.768785,4.72374,5.795455,6.39744,5.121684,6.01775,6.2368736,5.703824,5.6793275,5.164995,5.4222994,5.6478214,5.04964,5.4160314,5.2549305,6.400959,5.903247,5.901435,6.1684866,5.39343,6.8554373,5.4389853,4.9558296,5.2973175,5.4478498,6.3545094,6.9708414,7.0261154,5.6456113,5.7106075,5.91236,4.908015,6.2853365,4.3681083,6.4882975,6.357177,6.528289,4.8608203,5.3494096,5.0692663,6.148899,6.5194373,5.1981463,6.4356813,6.512862,5.2562137,5.7230053,5.6725135,5.702489,5.784583,5.8460846,5.5299907,5.0432663,5.7683,6.90191,5.505168,5.8708897,5.2514114,6.6193705,5.8411016,6.0135055,6.2416544,4.899893,5.776416891827996,0.5911437061785199
85,sm7-43_neut->an,5.62,6.585662,6.32407,6.767149,6.8691154,6.801814,6.7102423,6.1339936,5.640451,6.2908506,6.3359613,6.50757,7.471691,6.3434277,5.8412457,6.644349,6.267828,6.5857415,6.4778214,5.8913245,6.1101484,6.1266317,6.274231,7.536921,6.7215695,6.9551907,6.3202667,5.9227066,6.289061,6.3606806,5.613362,6.0593996,6.875592,7.0161824,6.619195,6.40619,6.2854695,5.924544,7.459335,5.584101,7.2169237,5.3866634,5.9262023,6.8525114,7.0305953,7.025292,6.422313,6.9686346,6.199852,5.772558,7.283903,5.6870313,6.6937914,6.5216656,6.9426947,5.946364,6.1400642,6.122987,6.7074957,7.406259,5.521858,6.4483795,7.114001,5.7794437,6.4056797,6.7529807,6.7542877,6.921775,6.535282,6.4362507,5.238468,6.6103244,6.952258,6.6296754,6.3134236,5.297467,6.742531,6.249298,6.6502304,7.124251,6.0179987,6.436058658081809,0.5221516015754865
86,sm7-44_neut->an,6.34,7.4603496,7.985189,8.22303,7.9782257,8.62532,7.317178,7.75457,6.966281,8.027175,7.7651825,8.675527,8.584336,8.031364,8.353871,7.460312,6.986465,8.447377,8.4141445,8.00894,7.6989613,7.5416274,9.302798,7.960628,7.900008,8.190481,8.0129795,7.518714,7.6287546,8.225031,8.048348,8.160193,7.8333807,7.817383,7.685907,7.7181344,8.108875,7.72469,7.8658533,8.849256,7.9259577,7.6212425,7.6980314,7.8166456,8.126598,8.021142,7.773584,8.562117,8.083,7.221876,8.670937,7.9934597,8.686208,7.862751,8.008035,8.311382,7.881381,8.331397,7.9236045,8.549415,7.37385,8.277939,8.234449,8.813147,8.024868,8.154791,8.016362,7.6396804,8.434731,7.6379013,7.8041096,8.013892,8.123463,7.760245,8.364473,7.837293,8.651286,8.335898,8.228866,8.51783,8.132866,8.007945005864274,0.45613745502868164
87,sm7-45_neut->an,5.93,7.061487,7.3209405,7.9965916,7.1152973,7.3082275,6.530969,6.4519415,6.322336,7.2661877,7.015316,7.27422,8.069262,7.969479,7.0808644,6.8714266,6.895212,7.5411854,8.624809,7.0436106,6.791332,6.823875,7.7153635,7.8630753,7.257127,7.1296697,7.1301365,6.8875685,6.8019943,7.6210127,6.2406144,7.276134,7.784935,7.310972,7.275849,7.5140467,6.9059052,7.4007106,8.334008,6.8384147,8.039523,6.2886353,7.512605,6.8570333,7.42809,7.735763,6.9354334,7.1218233,7.9463577,5.956661,7.9404516,7.3186765,7.5538836,7.122467,8.071896,7.0493174,7.262724,7.5344167,7.275261,8.314429,6.1520348,7.083372,7.885301,7.6877623,7.097229,7.7350006,7.1719136,7.9930506,7.800462,7.1687937,6.168826,7.1475015,8.040821,7.371687,6.881466,6.729908,7.597636,7.040454,7.2071104,7.7173386,7.0927196,7.267011644575332,0.552035413956735
88,sm7-46_neut->an,6.42,7.830925,7.7132254,9.124032,7.9896975,7.531489,7.473123,7.9691687,7.0668983,7.9946556,7.5283074,8.211857,8.314529,8.346244,6.97706,8.122082,7.0609093,7.479167,8.211817,7.9912834,7.8402147,7.252209,8.04284,8.389567,7.7333803,7.847833,7.8326964,7.442593,7.8000937,7.832102,7.2239685,7.2801356,8.106025,8.341878,7.8242807,7.677849,7.866522,7.2700715,8.603977,7.4270186,8.123688,7.4731,7.8328476,7.480053,8.696787,7.8003206,7.961515,7.7994347,7.661491,6.727854,7.5345635,7.3978863,8.421971,7.857781,8.453532,6.921129,7.701065,8.1114645,6.511177,9.205115,6.9025373,8.472126,7.9841933,7.2650833,7.98612,8.381791,7.2678857,8.6635475,8.334984,7.8608932,7.0114417,7.637706,8.590768,8.33006,7.994646,7.020183,8.976746,8.076865,8.1992,8.352087,7.591402,7.821787244537731,0.5569594346652816
89,sm8-1_neut->an,3.99,4.231881,3.7998428,3.7379441,4.0144715,3.994413,4.43242,4.2485256,3.061139,4.253233,3.7658076,4.207898,4.3303337,4.5175533,4.3829427,4.6470823,3.3090649,4.030465,3.962274,4.44595,4.2895355,3.9285116,4.4818535,3.9928575,4.7119675,4.5015397,4.217308,3.7555404,4.3376684,4.0519705,3.985787,3.6438909,4.0770054,4.898089,4.404485,4.1201105,4.8523493,4.023285,4.2843084,3.7140112,3.6081705,3.9098253,4.677713,4.158901,3.9884562,4.5787263,3.9517293,3.9703512,4.321154,3.8695483,4.2236276,4.622555,4.667577,4.3523507,4.8163643,3.9249997,3.7896972,3.8664756,4.0591598,4.405196,3.9544544,4.5248632,4.228256,4.2049747,4.040863,3.9001956,4.2395144,4.6958776,4.541539,4.2445316,4.117347,4.3556695,4.8467584,4.9168873,4.511424,4.2418313,4.6080036,4.112709,4.515177,4.35586,4.3798666,4.209067871423415,0.3526757225422944
90,sm8-2_neut->an,4.5,3.5574226,5.2689633,5.062992,4.534004,5.023091,4.012432,5.2709694,5.2232847,4.864714,5.351579,5.6545877,5.381855,4.320835,5.1420856,4.964465,5.019367,4.643409,5.1216097,4.764995,5.1522703,4.04224,5.398609,5.0174155,5.1311197,5.4461775,4.560725,4.864323,4.3291006,4.680071,5.194582,5.7533193,5.068079,4.765577,4.7322574,4.72151,4.533568,4.8355737,5.0368667,4.983667,4.944152,4.702541,4.729906,4.6083536,4.3588476,4.3414474,4.4275346,4.872663,4.5403094,5.543585,4.693174,5.0924683,4.9692783,4.315858,5.4223533,5.3322573,4.7692814,4.9928656,4.7411966,4.808314,4.3716297,5.1198864,4.5091047,5.5179625,5.205714,4.8189383,5.2717505,5.0871844,4.836608,4.9370236,4.830924,5.400457,5.1077943,4.6602497,5.305688,4.586582,4.506757,4.932132,4.816761,5.1151357,4.875179,4.888266180768425,0.3893059483846727
91,sm8-3_neut->an,4.0,2.8216372,3.5157938,3.383294,3.9783807,3.5275717,3.8994083,3.814077,3.1027079,3.8363602,2.8654966,3.198367,4.0232544,4.0439343,3.1523395,3.766523,3.9295025,3.2470088,3.0543442,4.357695,3.416461,3.5460358,3.4923992,3.7675376,4.563429,3.5252047,3.755962,3.6781116,3.5394921,3.2893608,3.4917016,3.7703571,3.7027826,4.4931426,3.6374097,3.9513388,3.9237595,3.8935084,3.5218842,2.7444296,2.999751,3.2771087,3.5032887,3.3148782,3.543603,3.936463,3.540242,3.9698389,3.3693213,3.438408,3.1566596,3.3331418,3.6811726,3.7927952,3.7836394,3.3420162,3.3027072,3.264122,3.4279046,3.7138655,2.8970013,3.6955285,3.730256,2.9662828,4.137576,3.7981691,4.0054207,3.2539055,3.7662568,3.9544284,2.9967575,4.074921,3.7485852,2.8474216,3.8753846,3.043087,3.1281533,3.7896147,3.1569388,3.8370795,3.656414,3.571260661254694,0.3866022812955189
92,sm8-4_neut->an,5.77,4.084861,4.22449,3.8374867,4.402548,4.6526427,3.8718076,4.6797233,4.146967,3.6463046,3.7002387,4.5630736,4.84289,4.412441,5.0364265,4.167223,4.0877924,4.616335,3.750142,4.567399,4.0660763,4.1984906,5.255323,4.962842,4.736538,4.9456,4.4240847,4.272026,4.522777,4.4946065,4.0950966,5.4145694,4.083004,4.4517508,4.839208,4.535532,4.861635,4.4695525,3.8784194,4.5885615,3.5958066,3.607627,3.7538571,4.5198793,4.095224,4.3599243,4.5796313,4.2427344,3.8667483,4.120433,4.51058,5.080987,4.0173883,3.9887352,4.127638,5.1842995,3.760604,4.4488983,4.7202954,3.7733722,3.6570501,4.431101,4.3412256,4.779695,4.275463,4.8209925,4.8137445,3.8239312,3.9508574,3.9545913,4.013221,4.855334,4.16484,3.7423983,4.6145086,3.3225555,3.408959,4.21223,3.5662262,3.9217076,4.129496,4.312484888618375,0.47929510624659905
93,sm8-5_neut->an,4.23,4.523375,4.108305,4.1955323,3.3378682,4.6146226,4.6405783,5.210507,3.218521,3.424955,3.709301,4.0465603,4.4165974,3.7744393,4.0800943,3.8963332,3.3118534,4.9013033,3.9766836,5.013243,4.8203306,4.530218,4.403544,3.979786,4.11122,4.737911,4.8490486,3.207796,4.1648293,3.5154233,4.7894554,4.8447256,3.785408,4.163023,4.9320354,4.0710773,4.9292417,3.9850597,3.577358,4.0268126,3.8673544,3.1769123,4.247941,4.6301327,3.9899483,5.1024704,3.852192,4.2941637,3.1734457,3.279109,4.7721643,4.8859973,3.7857437,4.5641527,4.643514,4.229745,3.9063268,4.257142,4.640291,4.26171,3.5063343,3.7525768,5.4144125,4.526805,3.8655472,4.3668985,4.08232,4.1455736,3.411006,4.2056503,4.313938,4.50036,4.1299133,4.212034,4.4971805,3.8975859,4.327236,4.2642183,3.951417,4.815451,4.0427566,4.19561295721266,0.5125134727883354
94,sm8-6_neut->an,4.17,3.2472305,3.491593,3.4683337,4.3199873,4.7345295,3.703559,5.254881,3.6112947,4.3144894,3.9806013,3.082982,3.955937,3.7690077,3.3699312,4.516427,4.102167,4.451401,3.845121,4.4652724,4.1509075,3.2323508,3.3311176,3.5892506,4.934972,4.3497434,3.610657,4.516387,3.7893248,4.2880344,3.8100138,3.557238,3.8187213,4.528599,4.1277533,4.108325,4.455867,4.4002066,4.211339,3.2028189,3.535468,3.7230768,3.5791912,4.705306,4.006535,4.049382,4.126907,3.6740527,4.2425165,3.8287501,3.6780658,3.5085258,4.564208,3.5794024,4.029807,2.8002076,3.5145483,3.692583,4.1393886,3.715033,3.6629753,4.1605473,3.4421716,2.8770823,3.8891182,4.011014,4.198628,4.325796,4.0578036,4.265951,3.7892742,4.2590485,4.114788,3.736733,3.759079,3.9184375,3.273543,3.8002677,3.8065674,3.6707993,3.61547,3.9160052160569183,0.451071735590412
95,sm8-7_cation->neut,6.63,6.0588455,6.352151,5.7160254,5.7015696,6.382468,6.184205,6.04604,7.4973,6.188141,7.1707044,6.392064,5.995162,6.7795305,6.959719,6.278105,7.1983557,6.608136,6.4280095,6.3184056,6.8857117,6.0090485,6.5945134,5.901287,6.3273373,6.6848583,6.623538,7.251342,6.568407,6.4023314,6.257203,6.6750927,5.8883996,6.0006914,6.6936555,6.5129895,7.0319777,6.961467,6.806436,6.300428,5.6416235,6.1542892,7.1658387,6.5815,6.2182245,5.904873,7.0436254,5.837579,6.0862665,6.155739,6.4588785,7.2864084,6.1789703,6.755064,7.148198,6.4263096,7.6137,5.392077,7.1263657,6.646288,6.850786,6.3915663,5.889204,6.4914865,6.9983406,5.8405905,7.2816095,7.1902475,6.4182906,6.219534,6.658272,6.940902,6.103139,7.0680933,6.6332293,6.3590918,7.4833593,6.673758,6.66761,6.6916504,6.5381193,6.524350005962231,0.47480886713455367
96,sm8-8_cation->neut,2.78,0.68483067,2.1359658,2.081668,1.6573205,1.7126641,0.5553007,2.0885677,1.8060379,2.4475017,2.3937736,1.7504644,1.4687505,2.792025,1.7712774,2.031477,1.2733574,1.7476902,2.0844455,1.5391321,2.774715,0.75084543,1.4226465,1.268496,2.3721938,2.2529016,2.4609754,0.6980996,2.0032296,2.2177234,2.8868563,2.652019,1.4117036,1.9412374,1.9962096,2.2287378,1.3603835,1.4656572,2.0003018,1.6053829,0.9531245,2.5935183,2.9380188,3.043964,2.4689474,1.5671339,1.4516301,1.2564192,1.8164124,2.3946662,2.5079842,2.4871392,1.9709249,1.9654408,2.8141117,0.42644787,1.1903372,1.5589056,2.6096873,2.4964502,3.0731409,1.9977756,1.1404142,1.2070985,1.6075301,1.6487203,1.3021588,2.830717,2.104896,2.3235903,3.394757,1.5673666,2.4389157,2.9303536,1.7675571,2.4030976,3.1640644,1.8018489,2.7293015,1.7759647,2.0432687,1.9794613229492564,0.6474194398005789
97,sm8-9_cation->neut,6.08,6.6770906,6.8218136,5.999728,6.1052513,6.662714,6.4827795,6.3961334,7.5862637,6.848896,7.251211,6.844095,6.077929,6.385997,6.6835537,6.239022,7.5603533,6.4152436,6.910267,6.376316,6.9675593,6.3488736,7.118123,6.2673206,6.2560925,7.034851,6.1587496,7.2075486,6.367952,6.416996,6.869197,7.3036003,5.8777075,6.3119974,6.563597,6.9810905,6.603075,6.9184666,6.993124,6.956733,5.7993875,6.7780356,6.813873,6.7120156,6.3355966,6.602066,7.1591425,5.7772202,6.5258904,6.40202,6.5776205,7.0950384,6.353873,6.8774486,6.980649,6.348716,7.322732,5.8897295,7.0933437,6.838626,7.019178,6.750264,6.904909,6.6605387,7.061167,6.1631184,7.5536933,6.99599,6.8439703,6.584475,7.2663155,7.0262127,6.3850737,6.808351,6.972893,6.7887053,7.483695,7.102092,6.9408226,6.7504835,6.9043827,6.70588477546786,0.417645019218185
98,sm8-10_cation->neut,7.71,7.8653927,5.8950057,8.262951,8.364647,7.2607694,8.060564,8.461914,7.659972,9.53685,8.673086,6.5870156,8.499772,9.154111,6.7589126,7.168212,7.4991903,6.6521053,7.408156,8.925306,7.3553705,8.370639,6.25251,7.709051,7.599845,8.549243,8.730872,6.2992435,8.22449,7.7342577,8.180931,6.8672657,7.8318787,7.103398,8.554903,8.244064,8.525429,7.171861,7.0474596,7.1871223,7.871965,7.914645,7.9127936,9.073158,7.2274528,8.499021,6.7309766,7.8115926,7.0909247,8.425139,8.9073715,9.076601,6.666526,7.9015894,8.389219,8.146687,8.74578,7.2428474,8.188196,8.000098,8.289236,6.854192,8.22389,6.594163,10.304623,7.686952,8.016104,7.421341,8.453153,6.9484787,8.3659725,6.7407207,7.8838835,7.830166,9.310448,8.313908,8.006683,9.006565,6.9912214,9.097847,9.446077,7.895703403567091,0.8502195914375701
99,sm8-12_cation->neut,6.98,6.858493,6.3419094,6.9729404,6.335649,6.7404623,6.8364253,6.974146,7.9518538,7.515393,6.6661797,7.2516036,7.067226,6.9136252,7.1612597,6.7148275,8.023313,6.7562413,7.214563,6.756181,7.5614367,6.937216,6.927067,7.1898685,6.4773455,7.37694,6.9137964,7.240752,6.73748,6.729836,7.2357025,7.057491,6.9513397,6.278162,8.028243,7.118354,7.129819,7.1335163,7.275059,6.7703233,7.091873,6.9879313,7.2598677,7.530179,6.538869,7.3072557,7.1080923,6.7087526,7.3341894,7.2704387,7.4280915,7.2458644,6.631113,7.2860928,7.3977184,6.6544585,7.155363,7.1508207,7.653415,7.0334334,7.190836,6.310561,7.003744,6.94496,6.468245,7.3589387,7.829805,7.211218,7.560875,6.2358704,7.4382596,7.5819077,7.1336346,7.2191334,6.5332513,7.31719,7.778206,7.4050217,6.7623343,7.062943,6.947054,7.0761709505246015,0.39226570747498873
100,sm8-14_cation->neut,7.27,6.692329,6.9804435,6.948062,6.4673057,6.767661,6.426595,6.570857,7.1115313,7.146761,6.7809234,7.39342,6.9291763,5.91342,7.1460547,6.594039,7.667492,6.7666306,7.4912777,6.807835,6.9122086,6.810405,7.614895,6.024803,6.4230385,7.0713305,6.201858,7.3990803,6.602555,6.917138,6.715605,8.101417,6.777442,6.3899803,7.233487,6.496586,6.1155815,7.0018854,7.355605,7.23958,6.7423067,6.5991154,6.4306555,7.1981554,7.0167127,6.358609,7.2354336,6.868376,7.2882476,7.2818613,7.1618347,6.190673,7.05797,6.10717,6.5598764,6.6238832,6.451394,7.0120826,7.0863523,7.0736017,6.7449927,6.6629314,6.0226583,6.8634834,6.115547,6.5056763,7.83265,6.96132,7.210958,6.607956,7.220937,7.332903,6.753811,6.9614286,6.0307527,7.368394,6.5058146,6.5876713,5.8579016,6.688863,6.2064114,6.823008237297152,0.45426412820523554
101,sm8-15_cation->neut,2.54,1.993484,2.6449084,2.199988,2.4372253,1.7987828,1.6691957,1.6984291,2.419065,2.123176,2.6994643,2.4195986,1.7677231,1.4780946,2.1494622,2.2625713,1.958118,2.17438,1.9300737,1.9053698,1.8233938,1.6176305,2.7203114,1.2845807,2.4845796,2.1341858,1.6497223,1.7913666,2.0775557,2.2879887,2.0169804,2.219666,1.9745059,1.848916,1.4656258,2.3954668,1.7982903,1.9659648,1.9928093,2.324451,1.5660129,2.0612888,2.0579739,2.2424076,1.6329546,2.5086336,2.0058074,1.7489276,2.114524,2.426185,2.140123,1.6226878,2.0549417,1.9073839,1.9782319,1.6812525,2.140625,1.8707166,2.2260408,1.8709638,1.9687505,2.0162137,1.9746215,2.4349737,1.7962079,1.6025424,2.0474157,1.9964185,1.5071235,2.2699454,1.9993012,2.0308213,1.8880033,2.2198787,1.8635645,2.0333736,1.9041855,2.1040614,1.7989345,1.5740042,1.4905963,2.0064409931795097,0.3032771612782123
102,sm8-16_cation->neut,5.1,5.6142735,5.399661,5.3053436,5.2509813,5.452241,5.827947,5.5365086,5.7883787,5.441066,4.9228263,5.761999,5.7513156,4.2637444,5.75488,5.1674867,5.812658,5.5720806,5.6220293,4.5849915,5.386875,5.6674685,5.470413,5.5511475,5.165646,5.4884577,5.4810452,5.9604487,5.516238,4.7834787,5.801676,5.8720484,5.4762344,4.9327087,5.6030955,4.7160215,5.733084,5.8550925,5.350133,5.4618816,5.4185686,5.373542,5.4661694,5.93445,4.9839997,5.533252,5.852152,5.571986,5.663482,5.1098704,5.724594,5.6707306,4.786255,5.542182,5.213537,5.208755,5.923088,5.5812855,5.969428,4.9995203,5.3481474,4.6103287,5.7472124,5.622987,5.086715,5.5804315,6.046552,4.970355,4.7135262,4.839486,5.686071,5.89614,5.0430555,4.563097,5.9942713,5.6716166,4.15548,5.5351124,4.7821207,5.9610443,5.2605267,5.40549051143505,0.4186294963989204
103,sm8-17_cation->neut,6.58,7.3032017,6.921316,7.167655,6.6738544,7.1326656,7.4843855,7.1709785,8.48286,7.0021234,7.446151,7.58545,7.31785,7.378604,7.2703753,7.51409,7.8179812,7.0155177,7.5255947,7.3107834,7.0424204,7.2764378,7.7147655,7.3581696,7.2470064,7.1585507,6.563954,7.4849706,7.644121,7.22603,7.2420797,7.728978,7.1705823,7.521608,7.1802635,6.9825377,8.566784,7.675496,8.060769,7.5544095,6.858453,7.117186,7.4875045,7.1733522,7.402978,7.855011,7.7346654,7.2414665,7.444347,7.3788333,7.323352,7.2232795,6.986429,7.833724,7.371319,6.895863,7.6125135,7.1295986,7.5139494,7.965639,7.597149,7.318767,7.4469905,6.901744,6.977658,7.0097136,7.655821,7.2347736,7.615664,6.8330383,7.701329,7.384202,7.363519,6.9407597,7.1222296,7.425229,7.560652,7.469328,7.076552,6.732777,6.8584266,7.336755029419321,0.36372536345489936
104,sm8-18_cation->neut,2.72,1.5796456,2.714695,1.4116287,1.970161,1.755784,1.4578495,1.2192173,2.60032,2.263198,1.6027937,2.5542037,1.1957946,2.099567,2.1470904,2.0028765,1.6470053,1.6232862,1.7463217,1.5624881,1.7045319,1.5334735,2.9356732,1.5158725,2.0824528,2.246789,2.52397,1.7985029,1.9259949,2.5074832,1.7223947,2.6285295,1.4408736,2.5375977,1.7039275,1.487083,1.4510846,1.8558147,1.9595551,2.0935779,1.0784268,2.000347,2.6015296,1.9657567,2.059434,2.3811498,1.9218087,1.3500934,2.337548,2.1333826,1.8269868,1.3387957,2.5831823,1.9018993,2.31407,1.5829458,1.9288211,1.3511567,1.8618882,1.7794166,1.6585586,2.2663367,1.4726334,1.8973541,1.0765805,1.3418617,2.0237956,2.3640318,1.2032387,2.4166124,2.0436728,2.4425435,1.8127909,2.4901433,2.0089073,1.7550404,2.375104,1.7814982,1.7665815,2.4925601,1.2570314,1.923143510112056,0.4406678028715382
105,sm8-19_cation->neut,4.93,4.852917,6.4989266,6.11282,5.7482395,5.1037045,5.165625,5.5867176,9.693078,5.4838085,4.581506,6.5463667,5.3841105,4.5777917,7.1105475,5.731654,5.2271376,5.2718306,4.5589023,5.9714155,4.2343225,4.478507,6.6042485,5.3367157,5.6621604,5.5638995,4.793949,6.67231,4.4782043,4.381856,4.89669,6.7311287,6.015008,6.0003505,4.9712296,5.2079096,5.356374,2.813212,4.4522357,5.969775,5.1129136,5.9628234,3.9088216,4.783125,5.394753,4.868784,1.3896217,5.3927684,3.7885113,6.220995,4.9167924,3.7237482,5.471575,4.279521,4.369509,6.870432,4.1800427,4.6523376,4.929385,4.4283824,4.563286,5.7589397,4.746044,7.3757195,5.993806,4.952916,4.97271,3.992608,4.5635614,5.23728,5.4706497,3.90245,5.2464848,4.450388,5.3728566,5.206776,5.0887747,4.55313,4.9785967,5.7613525,6.020938,5.20507772092466,1.0535285500112628
106,sm8-19_neut->an,6.99,6.906708,6.9200163,7.6928396,7.322092,6.9246616,7.120951,6.399269,7.1398644,7.537707,7.877267,7.0405912,7.2386384,6.539278,6.689212,6.930545,6.342955,6.512105,6.90891,6.752911,6.7427635,7.65051,6.9613705,7.14845,7.120124,7.357767,6.9714394,6.8752127,7.91084,6.9962115,7.022529,7.787418,7.5150137,7.5239325,7.032633,6.376448,7.0809665,7.0120835,7.528556,6.5515394,7.1390133,6.7916546,7.554351,7.0789843,6.950374,7.473652,7.330754,7.3874674,6.8016167,6.7342777,7.6430063,7.0882835,6.5465164,7.1471987,7.0723925,6.3854313,7.3236713,7.3742127,6.744218,7.1536236,6.989049,6.73026,6.8886085,6.8989058,6.943445,7.2603493,6.993455,6.903707,7.663455,6.8215103,6.756179,6.934866,6.76812,7.2354465,6.9699917,6.819248,6.260732,6.8489637,6.1570263,7.1338906,6.510932,7.026681090460883,0.3748263126677991
