compn,pKa,correct name,reference,smiles,smarts,inchi,inchiKey
1me28bismespurin61hone_cation->neut,1.7,"purin-6(1H)-one, 2,8-bis(methylthio)-1-methyl-","U. Reichman, F. Bergmann, D. Lichtenberg, J.Chem.Soc., PerkinTrans.1, 1973, 2647.","['[H]n1c(SC([H])([H])[H])nc2n/c(=[S+]\\C([H])([H])[H])n(C([H])([H])[H])c([O-])c21', '[H]n1c(SC([H])([H])[H])nc2c([O-])n(C([H])([H])[H])/c(=[S+]/C([H])([H])[H])nc21']","['[#16](=[#6]1:[#7](:[#6](-[#8-]):[#6]2:[#7](:[#6](-[#16]-[#6@](-[H])(-[H])-[H]):[#7]:[#6]:2:[#7]:1)-[H])-[#6@](-[H])(-[H])-[H])\\[#6@](-[H])(-[H])-[H]', '[#16](=[#6]1:[#7](:[#6](-[#8-]):[#6]2:[#7]:[#6](-[#16]-[#6@](-[H])(-[H])-[H]):[#7](:[#6]:2:[#7]:1)-[H])-[#6@](-[H])(-[H])-[H])\\[#6@](-[H])(-[H])-[H]']","['InChI=1S/C8H10N4OS2/c1-12-6(13)4-5(11-8(12)15-3)10-7(9-4)14-2/h1-3H3,(H-,9,10,11,13)']",['UDLAHNJADCAQBK-UHFFFAOYSA-N']
1me28bismespurin61hone_neut->an,8.2,"purin-6(1H)-one, 2,8-bis(methylthio)-1-methyl-","U. Reichman, F. Bergmann, D. Lichtenberg, J.Chem.Soc., PerkinTrans.1, 1973, 2647.","['[H]n1c(SC([H])([H])[H])nc2n/c(=[S+]\\C([H])([H])[H])n(C([H])([H])[H])c([O-])c21', '[H]n1c(SC([H])([H])[H])nc2c([O-])n(C([H])([H])[H])/c(=[S+]/C([H])([H])[H])nc21']","['[#16](=[#6]1:[#7](:[#6](-[#8-]):[#6]2:[#7](:[#6](-[#16]-[#6@](-[H])(-[H])-[H]):[#7]:[#6]:2:[#7]:1)-[H])-[#6@](-[H])(-[H])-[H])\\[#6@](-[H])(-[H])-[H]', '[#16](=[#6]1:[#7](:[#6](-[#8-]):[#6]2:[#7]:[#6](-[#16]-[#6@](-[H])(-[H])-[H]):[#7](:[#6]:2:[#7]:1)-[H])-[#6@](-[H])(-[H])-[H])\\[#6@](-[H])(-[H])-[H]']","['InChI=1S/C8H10N4OS2/c1-12-6(13)4-5(11-8(12)15-3)10-7(9-4)14-2/h1-3H3,(H-,9,10,11,13)']",['UDLAHNJADCAQBK-UHFFFAOYSA-N']
9me28bismespurin61hone_cation->neut,2.5,"purin-6(1H)-one, 2,8-bis(methylthio)-9-methyl-","U. Reichman, F. Bergmann, D. Lichtenberg, J.Chem.Soc., PerkinTrans.1, 1973, 2647.","['[H]n1c([O-])c2nc(SC([H])([H])[H])n(C([H])([H])[H])c2n/c1=[S+]\\C([H])([H])[H]', '[H]Oc1nc(SC([H])([H])[H])nc2c1nc(SC([H])([H])[H])n2C([H])([H])[H]']","['[#16](-[#6]1:[#7](:[#6]2:[#7]:[#6](=[#16+]\\[#6@](-[H])(-[H])-[H]):[#7](:[#6](-[#8-]):[#6]:2:[#7]:1)-[H])-[#6@@](-[H])(-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#16](-[#6]1:[#7](:[#6]2:[#7]:[#6](-[#16]-[#6@](-[H])(-[H])-[H]):[#7]:[#6](-[#8]-[H]):[#6]:2:[#7]:1)-[#6@@](-[H])(-[H])-[H])-[#6@](-[H])(-[H])-[H]']","['InChI=1S/C8H10N4OS2/c1-12-5-4(9-8(12)15-3)6(13)11-7(10-5)14-2/h1-3H3,(H-,10,11,13)', 'InChI=1S/C8H10N4OS2/c1-12-5-4(9-8(12)15-3)6(13)11-7(10-5)14-2/h1-3H3,(H,10,11,13)']","['GPVKBVCOYZPEAY-UHFFFAOYSA-N', 'HUXIHSGMOVVEPU-UHFFFAOYSA-N']"
9me28bismespurin61hone_neut->an,7.5,"purin-6(1H)-one, 2,8-bis(methylthio)-9-methyl-","U. Reichman, F. Bergmann, D. Lichtenberg, J.Chem.Soc., PerkinTrans.1, 1973, 2647.","['[H]n1c([O-])c2nc(SC([H])([H])[H])n(C([H])([H])[H])c2n/c1=[S+]\\C([H])([H])[H]', '[H]Oc1nc(SC([H])([H])[H])nc2c1nc(SC([H])([H])[H])n2C([H])([H])[H]']","['[#16](-[#6]1:[#7](:[#6]2:[#7]:[#6](=[#16+]\\[#6@](-[H])(-[H])-[H]):[#7](:[#6](-[#8-]):[#6]:2:[#7]:1)-[H])-[#6@@](-[H])(-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#16](-[#6]1:[#7](:[#6]2:[#7]:[#6](-[#16]-[#6@](-[H])(-[H])-[H]):[#7]:[#6](-[#8]-[H]):[#6]:2:[#7]:1)-[#6@@](-[H])(-[H])-[H])-[#6@](-[H])(-[H])-[H]']","['InChI=1S/C8H10N4OS2/c1-12-5-4(9-8(12)15-3)6(13)11-7(10-5)14-2/h1-3H3,(H-,10,11,13)', 'InChI=1S/C8H10N4OS2/c1-12-5-4(9-8(12)15-3)6(13)11-7(10-5)14-2/h1-3H3,(H,10,11,13)']","['GPVKBVCOYZPEAY-UHFFFAOYSA-N', 'HUXIHSGMOVVEPU-UHFFFAOYSA-N']"
3me28bismespurin63hone_cation->neut,0.5,"purin-6(3H)-one, 2,8-bis(methylthio)-3-methyl-","U. Reichman, F. Bergmann, D. Lichtenberg, J.Chem.Soc., PerkinTrans.1, 1973, 2647.","['[H]n1c(SC([H])([H])[H])nc2c1c([O-])n/c(=[S+]\\C([H])([H])[H])n2C([H])([H])[H]', '[H]n1c(SC([H])([H])[H])nc2c([O-])n/c(=[S+]\\C([H])([H])[H])n(C([H])([H])[H])c21']","['[#16](=[#6]1:[#7](:[#6]2:[#7]:[#6](-[#16]-[#6@@](-[H])(-[H])-[H]):[#7](:[#6]:2:[#6](-[#8-]):[#7]:1)-[H])-[#6@@](-[H])(-[H])-[H])\\[#6@@](-[H])(-[H])-[H]', '[#16](=[#6]1:[#7](:[#6]2:[#7](:[#6](-[#16]-[#6@@](-[H])(-[H])-[H]):[#7]:[#6]:2:[#6](-[#8-]):[#7]:1)-[H])-[#6@@](-[H])(-[H])-[H])\\[#6@@](-[H])(-[H])-[H]']","['InChI=1S/C8H10N4OS2/c1-12-5-4(9-7(10-5)14-2)6(13)11-8(12)15-3/h1-3H3,(H-,9,10,11,13)']",['KVLCBMROCFOMKQ-UHFFFAOYSA-N']
3me28bismespurin63hone_neut->an,7.9,"purin-6(3H)-one, 2,8-bis(methylthio)-3-methyl-","U. Reichman, F. Bergmann, D. Lichtenberg, J.Chem.Soc., PerkinTrans.1, 1973, 2647.","['[H]n1c(SC([H])([H])[H])nc2c1c([O-])n/c(=[S+]\\C([H])([H])[H])n2C([H])([H])[H]', '[H]n1c(SC([H])([H])[H])nc2c([O-])n/c(=[S+]\\C([H])([H])[H])n(C([H])([H])[H])c21']","['[#16](=[#6]1:[#7](:[#6]2:[#7]:[#6](-[#16]-[#6@@](-[H])(-[H])-[H]):[#7](:[#6]:2:[#6](-[#8-]):[#7]:1)-[H])-[#6@@](-[H])(-[H])-[H])\\[#6@@](-[H])(-[H])-[H]', '[#16](=[#6]1:[#7](:[#6]2:[#7](:[#6](-[#16]-[#6@@](-[H])(-[H])-[H]):[#7]:[#6]:2:[#6](-[#8-]):[#7]:1)-[H])-[#6@@](-[H])(-[H])-[H])\\[#6@@](-[H])(-[H])-[H]']","['InChI=1S/C8H10N4OS2/c1-12-5-4(9-7(10-5)14-2)6(13)11-8(12)15-3/h1-3H3,(H-,9,10,11,13)']",['KVLCBMROCFOMKQ-UHFFFAOYSA-N']
5cnindole_neut->an,15.24,5-Indolecarbonitrile,"G. Yagil, J. PHys. Chem. 71, 1034 (1967)",['[H]c1c(C#N)c([H])c2c([H])c([H])n([H])c2c1[H]'],['[#7]1(:[#6]2:[#6](:[#6](:[#6]:1-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[#6]#[#7])-[H])-[H]'],"['InChI=1S/C9H6N2/c10-6-7-1-2-9-8(5-7)3-4-11-9/h1-5,11H']",['YHYLDEVWYOFIJK-UHFFFAOYSA-N']
4meobenzenedicarboxylic_neut->an,2.67,"1,2-Benzenedicarboxylic acid 4-methoxy-","M. Yasuda, K. Suzuki, K. Yamasaki, J. Phys. Chem., 60, 1649 (1956)","['[H]OC(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1C(=O)O[H]', '[H]OC1(O[H])OC(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c21']","['[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](-[#8]-[H])=[#8])-[#6](=[#8])-[#8]-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6]2:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](-[#8]-[#6@@]-2(-[#8]-[H])-[#8]-[H])=[#8])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](=[#8])-[#8]-[H])-[#6](=[#8])-[#8]-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](-[#8]-[H])=[#8])-[#6](-[#8]-[H])=[#8])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](=[#8])-[#8]-[H])-[#6](-[#8]-[H])=[#8])-[H])-[#6@](-[H])(-[H])-[H]']","['InChI=1S/C9H8O5/c1-14-5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3,(H,10,11)(H,12,13)', 'InChI=1S/C9H8O5/c1-13-5-2-3-6-7(4-5)9(11,12)14-8(6)10/h2-4,11-12H,1H3']","['JKZSIEDAEHZAHQ-UHFFFAOYSA-N', 'OZCVNIJNTFNYKC-UHFFFAOYSA-N']"
4meobenzenedicarboxylic_an>2an,5.16,"1,2-Benzenedicarboxylic acid 4-methoxy-","M. Yasuda, K. Suzuki, K. Yamasaki, J. Phys. Chem., 60, 1649 (1956)","['[H]OC(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1C(=O)O[H]', '[H]OC1(O[H])OC(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c21']","['[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](-[#8]-[H])=[#8])-[#6](=[#8])-[#8]-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6]2:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](-[#8]-[#6@@]-2(-[#8]-[H])-[#8]-[H])=[#8])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](=[#8])-[#8]-[H])-[#6](=[#8])-[#8]-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](-[#8]-[H])=[#8])-[#6](-[#8]-[H])=[#8])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6](=[#8])-[#8]-[H])-[#6](-[#8]-[H])=[#8])-[H])-[#6@](-[H])(-[H])-[H]']","['InChI=1S/C9H8O5/c1-14-5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3,(H,10,11)(H,12,13)', 'InChI=1S/C9H8O5/c1-13-5-2-3-6-7(4-5)9(11,12)14-8(6)10/h2-4,11-12H,1H3']","['JKZSIEDAEHZAHQ-UHFFFAOYSA-N', 'OZCVNIJNTFNYKC-UHFFFAOYSA-N']"
1ph3ohpyrazole_neut->an,7.57,1-phenyl-3-hydroxy-pyrazole,"S. Tabak, I.. Grandberg, A. N. Kost, Tetrahedron, 22, 2703, (1966)","['[H]Oc1nn(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]', '[H]c1c([H])c([H])c(-n2c([H])c([H])c(=O)n2[H])c([H])c1[H]']","['[#8](-[#6]1:[#7]:[#7](-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8]=[#6]1:[#7](:[#7](-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]']","['InChI=1S/C9H8N2O/c12-9-6-7-11(10-9)8-4-2-1-3-5-8/h1-7H,(H,10,12)']",['MKMDCEXRIPLNGJ-UHFFFAOYSA-N']
5am3me1phpyrazole_cation->neut,3.95,5-amino-3-methyl-1-phenyl-pyrazole,"S. Tabak, I.. Grandberg, A. N. Kost, Tetrahedron, 22, 2703, (1966)",['[H]c1c([H])c([H])c(-n2nc(C([H])([H])[H])c([H])c2N([H])[H])c([H])c1[H]'],['[#7]1(:[#7]:[#6](:[#6](:[#6]:1-[#7](-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H]'],"['InChI=1S/C10H11N3/c1-8-7-10(11)13(12-8)9-5-3-2-4-6-9/h2-7H,11H2,1H3']",['FMKMKBLHMONXJM-UHFFFAOYSA-N']
3mequinazoline141h3hdione_neut->an,10.6,"quinazoline-2,4(1H,3H)-dione, 3-methyl-","E. R. Garrett, D. J. Weber, J. Pharm. Sci. 59, 1383 (1970)",['[H]c1c([H])c([H])c2c(c1[H])c(=O)n(C([H])([H])[H])c(=O)n2[H]'],['[#8]=[#6]1:[#7](:[#6](=[#8]):[#7](:[#6]2:[#6]:1:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H]'],"['InChI=1S/C9H8N2O2/c1-11-8(12)6-4-2-3-5-7(6)10-9(11)13/h2-5H,1H3,(H,10,13)']",['LFGZKCYBINPOTA-UHFFFAOYSA-N']
3oh4phcyclobutenedione_neut->an,0.37,"cyclobutenedione, 3-hydroxy-4-phenyl-","E. J. Smutny, M. C. Caserio, J. D. Roberts, J. Am. Chem. Soc., 82, 1793 (1960)","['[H]Oc1c(-c2c([H])c([H])c([H])c([H])c2[H])c(=O)c1=O', '[H]/[O+]=c1/c([O-])c(-c2c([H])c([H])c([H])c([H])c2[H])c1=O']","['[#8](-[#6]1:[#6](-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]):[#6](=[#8]):[#6]:1=[#8])-[H]', '[#8]=[#6]1:[#6](-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]):[#6](-[#8-]):[#6]:1=[#8+]/[H]']","['InChI=1S/C10H6O3/c11-8-7(9(12)10(8)13)6-4-2-1-3-5-6/h1-5,11H']",['YSWWAKJDYMKMGU-UHFFFAOYSA-N']
3oh4pohphenylcyclobutenedione_neut->an,1.85,"cyclobutenedione, 3-hydroxy-4-(p-hydroxyphenyl)-","W. Broser, M. Seekamp, Tetrahedron Lett. 1966, 6337",['[H]Oc1c([H])c([H])c(-c2c(O[H])c(=O)c2=O)c([H])c1[H]'],['[#8](-[#6]1:[#6](-[#6]2:[#6](:[#6](:[#6](-[#8]-[H]):[#6](:[#6]:2-[H])-[H])-[H])-[H]):[#6](=[#8]):[#6]:1=[#8])-[H]'],"['InChI=1S/C10H6O4/c11-6-3-1-5(2-4-6)7-8(12)10(14)9(7)13/h1-4,11-12H']",['RNMDUWFOJOEOOO-UHFFFAOYSA-N']
3oh4pohphenylcyclobutenedione_an->2an,8.35,"cyclobutenedione, 3-hydroxy-4-(p-hydroxyphenyl)-","W. Broser, M. Seekamp, Tetrahedron Lett. 1966, 6337",['[H]Oc1c([H])c([H])c(-c2c(O[H])c(=O)c2=O)c([H])c1[H]'],['[#8](-[#6]1:[#6](-[#6]2:[#6](:[#6](:[#6](-[#8]-[H]):[#6](:[#6]:2-[H])-[H])-[H])-[H]):[#6](=[#8]):[#6]:1=[#8])-[H]'],"['InChI=1S/C10H6O4/c11-6-3-1-5(2-4-6)7-8(12)10(14)9(7)13/h1-4,11-12H']",['RNMDUWFOJOEOOO-UHFFFAOYSA-N']
2oh3ph2cyclobutenone_neut->an,6.25,"2-Cyclobutenone, 2-hydroxy-3-phenyl-","E. F. Silversmith, J. D. Roberts, J. Am. Chem. Soc., 80, 4083 (1958)",['[H]OC1=C(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1=O'],['[#8](-[#6]1=[#6](-[#6@@](-[#6]-1=[#8])(-[H])-[H])-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]'],"['InChI=1S/C10H8O2/c11-9-6-8(10(9)12)7-4-2-1-3-5-7/h1-5,12H,6H2']",['BBEKUCGECPITKU-UHFFFAOYSA-N']
6oh1234tetrahnaphtalen1one_neut->an,7.74,"1,2,3,4-Tetrahydronaphthalen-1-one, 6-hydroxy-","L. B. Magnusson, C. Postmus, C. A. Craig, J. Am. Chem. Soc., 85, 1711 (1963)",['[H]Oc1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2=O'],['[#8]=[#6]1-[#6@@](-[#6@](-[#6@](-[#6]2:[#6]-1:[#6](:[#6](:[#6](-[#8]-[H]):[#6]:2-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]'],"['InChI=1S/C10H10O2/c11-8-4-5-9-7(6-8)2-1-3-10(9)12/h4-6,11H,1-3H2']",['FNSQPQKPPGALFA-UHFFFAOYSA-N']
8oh1234tetrahnaphtalen1one_neut->an,11.31,"1,2,3,4-Tetrahydronaphthalen-1-one, 8-hydroxy-","L. B. Magnusson, C. Postmus, C. A. Craig, J. Am. Chem. Soc., 85, 1711 (1963)",['[H]Oc1c([H])c([H])c([H])c2c1C(=O)C([H])([H])C([H])([H])C2([H])[H]'],['[#8]=[#6]1-[#6@@](-[#6@](-[#6@](-[#6]2:[#6]-1:[#6](-[#8]-[H]):[#6](:[#6](:[#6]:2-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]'],"['InChI=1S/C10H10O2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1,3,5,11H,2,4,6H2']",['ZZBDJLNCCKCFIE-UHFFFAOYSA-N']
23quinaxolinedicarboxylic_neut->an,1.62,"2,3-Quinoxalinedicarboxylic acid","W. F. Gum, M. M. Jouille, J.Org.Chem. 30, 3982 (1965)","['[H]OC(=O)c1nc2c([H])c([H])c([H])c([H])c2nc1C(=O)O[H]', '[H]OC(=O)c1nc2c([H])c([H])c([H])c([H])c2[n+]([H])c1C(=O)[O-]']","['[#8](-[#6](=[#8])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](-[#8]-[H])=[#8]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8]-[H])-[#6]1:[#7]:[#6]2:[#6](:[#7+](:[#6]:1-[#6](=[#8])-[#8-])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8]-[H])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](=[#8])-[#8]-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]', '[#8](-[#6](=[#8])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](=[#8])-[#8]-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#7+](:[#6]2:[#6](:[#7]:[#6]:1-[#6](=[#8])-[#8]-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8]-[H])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](-[#8]-[H])=[#8]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]']","['InChI=1S/C10H6N2O4/c13-9(14)7-8(10(15)16)12-6-4-2-1-3-5(6)11-7/h1-4H,(H,13,14)(H,15,16)']",['CQZDWYYGOZOTHY-UHFFFAOYSA-N']
23quinaxolinedicarboxylic_an->2an,3.64,"2,3-Quinoxalinedicarboxylic acid","W. F. Gum, M. M. Jouille, J.Org.Chem. 30, 3982 (1965)","['[H]OC(=O)c1nc2c([H])c([H])c([H])c([H])c2nc1C(=O)O[H]', '[H]OC(=O)c1nc2c([H])c([H])c([H])c([H])c2[n+]([H])c1C(=O)[O-]']","['[#8](-[#6](=[#8])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](-[#8]-[H])=[#8]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8]-[H])-[#6]1:[#7]:[#6]2:[#6](:[#7+](:[#6]:1-[#6](=[#8])-[#8-])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8]-[H])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](=[#8])-[#8]-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]', '[#8](-[#6](=[#8])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](=[#8])-[#8]-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#7+](:[#6]2:[#6](:[#7]:[#6]:1-[#6](=[#8])-[#8]-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8]-[H])-[#6]1:[#7]:[#6]2:[#6](:[#7]:[#6]:1-[#6](-[#8]-[H])=[#8]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]']","['InChI=1S/C10H6N2O4/c13-9(14)7-8(10(15)16)12-6-4-2-1-3-5(6)11-7/h1-4H,(H,13,14)(H,15,16)']",['CQZDWYYGOZOTHY-UHFFFAOYSA-N']
1ph3pyrazolecarboxylic_neut->an,3.6,"3-Pyrazolecarboxylic acid, 1-phenyl-","S. Tabak, I.. Grandberg, A. N. Kost, Tetrahedron, 22, 2703, (1966)",['[H]OC(=O)c1nn(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]'],"['[#8]=[#6](-[#8]-[H])-[#6]1:[#7]:[#7](-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H]', '[#8](-[#6](=[#8])-[#6]1:[#7]:[#7](-[#6]2:[#6](:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]']","['InChI=1S/C10H8N2O2/c13-10(14)9-6-7-12(11-9)8-4-2-1-3-5-8/h1-7H,(H,13,14)']",['LAWUBNJMRGMNQD-UHFFFAOYSA-N']
1ph5pyrazolecarboxylic_neut->an,2.7,"5-Pyrazolecarboxylic acid, 1-phenyl-","S. Tabak, I.. Grandberg, A. N. Kost, Tetrahedron, 22, 2703, (1966)","['[H]OC(=O)c1c([H])c([H])nn1-c1c([H])c([H])c([H])c([H])c1[H]', '[H]c1c([H])c([H])c(-n2c(C(=O)[O-])c([H])c([H])[n+]2[H])c([H])c1[H]']","['[#8]=[#6](-[#8]-[H])-[#6]1:[#7](:[#7]:[#6](:[#6]:1-[H])-[H])-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#7](:[#7+](:[#6](:[#6]:1-[H])-[H])-[H])-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H]', '[#8](-[#6](=[#8])-[#6]1:[#7](:[#7]:[#6](:[#6]:1-[H])-[H])-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C10H8N2O2/c13-10(14)9-6-7-11-12(9)8-4-2-1-3-5-8/h1-7H,(H,13,14)']",['FLYDUXCFCARXHI-UHFFFAOYSA-N']
3acetylindole_neut->an,12.99,"ethanone, 1-(3-indolyl)-","F. Terrier, F. Millot, R. Schaal, Bull. Soc. Chim. Fr. 1969, 3003",['[H]c1c([H])c([H])c2c(c1[H])c(C(=O)C([H])([H])[H])c([H])n2[H]'],['[#8]=[#6](-[#6]1:[#6]2:[#6](:[#7](:[#6]:1-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H]'],"['InChI=1S/C10H9NO/c1-7(12)9-6-11-10-5-3-2-4-8(9)10/h2-6,11H,1H3']",['VUIMBZIZZFSQEE-UHFFFAOYSA-N']
2me3carbldehydeindole_neut->an,12.47,"3-Indolecarbaldehyde, 2-methyl-","F. Terrier, F. Millot, R. Schaal, Bull. Soc. Chim. Fr. 1969, 3003",['[H]C(=O)c1c(C([H])([H])[H])n([H])c2c([H])c([H])c([H])c([H])c12'],['[#8]=[#6](-[#6]1:[#6]2:[#6](:[#7](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]'],"['InChI=1S/C10H9NO/c1-7-9(6-12)8-4-2-3-5-10(8)11-7/h2-6,11H,1H3']",['CYZIVXOEJNAIBS-UHFFFAOYSA-N']
4me3phisoxazol52hone_neut->an,4.73,"isoxazol-5(2H)-one, 4-methyl-3-phenyl-","A. J. Boulton, A. R. Katritzky, Tetrahedron 12, 41 (1961)",['[H]c1c([H])c([H])c(-c2c(C([H])([H])[H])c(=O)on2[H])c([H])c1[H]'],['[#8]1:[#7](:[#6](:[#6](:[#6]:1=[#8])-[#6@](-[H])(-[H])-[H])-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]'],"['InChI=1S/C10H9NO2/c1-7-9(11-13-10(7)12)8-5-3-2-4-6-8/h2-6,11H,1H3']",['PBSCSCPTVAKFFY-UHFFFAOYSA-N']
5nitro6oh1234tetrahnaphtalen1one_neut->an,8.59,"1,2,3,4-Tetrahydronaphthalen-1-one, 8-hydroxy-5-nitro-","L. B. Magnusson, C. Postmus, C. A. Craig, J. Am. Chem. Soc., 85, 1711 (1963)",['[H]Oc1c([H])c([H])c([N+](=O)[O-])c2c1C(=O)C([H])([H])C([H])([H])C2([H])[H]'],['[#8]=[#6]1-[#6@@](-[#6@](-[#6@](-[#6]2:[#6]-1:[#6](-[#8]-[H]):[#6](:[#6](:[#6]:2-[#7+](=[#8])-[#8-])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]'],"['InChI=1S/C10H9NO4/c12-8-3-1-2-6-7(11(14)15)4-5-9(13)10(6)8/h4-5,13H,1-3H2']",['YUPGHLSPUAOTNJ-UHFFFAOYSA-N']
